handle,make,model,trim,fuel,type,msrp,doors,horsepower,acceleration,availability,images,incentives,electric_vehicle_id,fossil_fuel_vehicle_id,available_for_purchase_as_new,epa_id,fuel_id,model_year,form_factor,custom_price,battery_capacity,ac_charging_power,dc_charging_power,seats_min,seats_max,cargo_volume_min,cargo_volume_max,official_website_url,eligible_for_ca_rebate,eligible_for_ca_hov,san_joaquin_valley_ev_rebate,electric_range,total_range,electric_efficiency,gvwr,curb_weight,display_name,drivetrain,fossil_fuel_efficiency,locally_available,plug_types,video_reviews,equivalent_gas_vehicle,legal_info,towing_capacity
Acura_ZDX_A-Spec_AWD_BEV_2024_CA,Acura,ZDX,A-Spec,BEV,Passenger,84990,4,490,5.5,released,"[{'alt': 'High Resolution View of the Acura ZDXA-Spec', 'position': 0, 'url_full': 'https://assets.zappyride.com/img/vehicles/chromestyle/456003/style-set-1280/2024ACS130001_1280_01.png', 'url_thumbnail': 'https://assets.zappyride.com/img/vehicles/chromestyle/456003/style-set-thumbnail/2024ACS130001_1280_01.png', 'legal_info_required': 0}, {'alt': 'High Resolution View of the Acura ZDXA-Spec', 'position': 1, 'url_full': 'https://assets.zappyride.com/img/vehicles/chromestyle/456003/style-set-1280/2024ACS130002_1280_03.png', 'url_thumbnail': 'https://assets.zappyride.com/img/vehicles/chromestyle/456003/style-set-thumbnail/2024ACS130002_1280_03.png', 'legal_info_required': 0}]","[{'id': 232, 'grantor': 'Canada', 'name': 'iZEV Program', 'description': 'The Canadian government’s iZEV EV incentive program offers an incentive of up to $5,000 on eligible EV purchases or leases, applied at the point of sale by the dealership upon confirming buyer eligibility. To verify eligibility, buyers must complete the Consumer Consent Form. Once confirmed, buyers complete the Incentive Received Form, and the incentive appears on the bill of sale or lease agreement. Taxes and fees are applied before the incentive. No deposit is required, and the incentive is not reimbursed later; the dealership handles reimbursement documentation. Only enrolled dealerships, not consumers, can request reimbursement so that consumers don’t need to worry about filling out an application after purchase.', 'type': 'Rebate', 'limitations': None, 'available': True, 'evaluation': {'eligibility': 'ineligible', 'applicable_to_lease': True, 'applicable_to_ownership': True, 'capitalized_in_lease': True, 'amount_in_lease': 0.0, 'amount_in_purchase': 0.0, 'amount_in_lease_precision': 'exact', 'amount_in_purchase_precision': 'exact', 'lease_calculation_rationale': 'This vehicle is not eligible for this program. ', 'purchase_calculation_rationale': 'This vehicle is not eligible for this program. '}, 'grantor_type': 'Country', 'applicant_type': 'Passenger', 'support_for': 'Vehicle purchase', 'support_subtype': [], 'typical_amount': 'Up to $5,000', 'details_url': 'https://tc.canada.ca/en/road-transportation/innovative-technologies/zero-emission-vehicles/incentives-zero-emission-vehicles-izev', 'criteria_urls': ['https://tc.canada.ca/en/road-transportation/innovative-technologies/zero-emission-vehicles/incentives-zero-emission-vehicles/program-overview'], 'max_amount': 5000.0, 'income_dependent': False, 'applicable_to_fcevs': True, 'point_of_sale': True, 'mutually_exclusive_programs': [], 'applicable_to_new_vehicles': True, 'applicable_to_used_vehicles': False}, {'id': 238, 'grantor': 'Ontario', 'name': ""Ontario's Green Vehicle Licence Plate Program"", 'description': 'Vehicles with green license plates can use High Occupancy Vehicle (HOV) lanes even when driving alone.', 'type': 'HOV Lane', 'limitations': None, 'available': True, 'evaluation': {'eligibility': 'eligible', 'applicable_to_lease': True, 'applicable_to_ownership': True, 'capitalized_in_lease': False, 'amount_in_lease': 0.0, 'amount_in_purchase': 0.0, 'amount_in_lease_precision': 'exact', 'amount_in_purchase_precision': 'exact', 'lease_calculation_rationale': 'No financial impact', 'purchase_calculation_rationale': 'No financial impact'}, 'grantor_type': 'State', 'applicant_type': 'Passenger', 'support_for': 'Driving electric', 'support_subtype': [], 'typical_amount': 'N/A', 'details_url': 'http://www.mto.gov.on.ca/english/vehicles/electric/green-licence-plate.shtml', 'criteria_urls': ['https://www.ontario.ca/page/get-green-licence-plate'], 'max_amount': None, 'income_dependent': False, 'applicable_to_fcevs': True, 'point_of_sale': False, 'mutually_exclusive_programs': [], 'applicable_to_new_vehicles': True, 'applicable_to_used_vehicles': True}, {'id': 993, 'grantor': 'Alectra Utilities', 'name': 'Ultra-Low Overnight Pricing', 'description': 'With the Ultra-Low Overnight (ULO) price plan, there are four price periods: On-peak, Mid-peak, Weekend Off-peak, and Ultra-Low Overnight. The ULO price periods are the same all year round. With ULO pricing, you can help manage your electricity costs by shifting high usage activities, like electric vehicle charging, to lower price periods when possible.', 'type': 'Discounted Electric Rate', 'limitations': None, 'available': True, 'evaluation': {'eligibility': 'eligible', 'applicable_to_lease': True, 'applicable_to_ownership': True, 'capitalized_in_lease': False, 'amount_in_lease': 0.0, 'amount_in_purchase': 0.0, 'amount_in_lease_precision': 'exact', 'amount_in_purchase_precision': 'exact', 'lease_calculation_rationale': 'No financial impact', 'purchase_calculation_rationale': 'No financial impact'}, 'grantor_type': 'Power Supplier', 'applicant_type': 'Passenger', 'support_for': 'Electricity', 'support_subtype': [], 'typical_amount': 'N/A', 'details_url': 'https://alectrautilities.com/ultra-low-overnight-pricing', 'criteria_urls': ['https://alectrautilities.com/ultra-low-overnight-pricing'], 'max_amount': None, 'income_dependent': False, 'applicable_to_fcevs': False, 'point_of_sale': False, 'mutually_exclusive_programs': [], 'applicable_to_new_vehicles': True, 'applicable_to_used_vehicles': True}]",2047,46504,True,,1,2024,SUV,,102,11.0,190.0,2,5,793,1722,https://www.acura.ca/en/zdx,No,0,0,489,489,24.0,,2678.0,ZDX A-Spec,All-Wheel Drive,,1,"['CCS1', 'J1772']",[],"{'make': 'Genesis', 'model': 'GV80 AWD', 'msrp': 76000, 'picture': 0, 'handle': 'Genesis_GV80_2.5T_AWD_GAS_2024', 'epa_id': 46504, 'model_year': 2024, 'fossil_fuel_efficiency': 11}",,
Acura_ZDX_Type_S_BEV_2024_CA,Acura,ZDX,Type S,BEV,Passenger,91490,4,500,5.0,released,"[{'alt': 'High Resolution View of the Acura ZDXType S', 'position': 0, 'url_full': 'https://assets.zappyride.com/img/vehicles/chromestyle/456004/style-set-1280/2024ACS130007_1280_01.png', 'url_thumbnail': 'https://assets.zappyride.com/img/vehicles/chromestyle/456004/style-set-thumbnail/2024ACS130007_1280_01.png', 'legal_info_required': 0}, {'alt': 'High Resolution View of the Acura ZDXType S', 'position': 1, 'url_full': 'https://assets.zappyride.com/img/vehicles/chromestyle/456004/style-set-1280/2024ACS130008_1280_03.png', 'url_thumbnail': 'https://assets.zappyride.com/img/vehicles/chromestyle/456004/style-set-thumbnail/2024ACS130008_1280_03.png', 'legal_info_required': 0}]","[{'id': 232, 'grantor': 'Canada', 'name': 'iZEV Program', 'description': 'The Canadian government’s iZEV EV incentive program offers an incentive of up to $5,000 on eligible EV purchases or leases, applied at the point of sale by the dealership upon confirming buyer eligibility. To verify eligibility, buyers must complete the Consumer Consent Form. Once confirmed, buyers complete the Incentive Received Form, and the incentive appears on the bill of sale or lease agreement. Taxes and fees are applied before the incentive. No deposit is required, and the incentive is not reimbursed later; the dealership handles reimbursement documentation. Only enrolled dealerships, not consumers, can request reimbursement so that consumers don’t need to worry about filling out an application after purchase.', 'type': 'Rebate', 'limitations': None, 'available': True, 'evaluation': {'eligibility': 'ineligible', 'applicable_to_lease': True, 'applicable_to_ownership': True, 'capitalized_in_lease': True, 'amount_in_lease': 0.0, 'amount_in_purchase': 0.0, 'amount_in_lease_precision': 'exact', 'amount_in_purchase_precision': 'exact', 'lease_calculation_rationale': 'This vehicle is not eligible for this program. ', 'purchase_calculation_rationale': 'This vehicle is not eligible for this program. '}, 'grantor_type': 'Country', 'applicant_type': 'Passenger', 'support_for': 'Vehicle purchase', 'support_subtype': [], 'typical_amount': 'Up to $5,000', 'details_url': 'https://tc.canada.ca/en/road-transportation/innovative-technologies/zero-emission-vehicles/incentives-zero-emission-vehicles-izev', 'criteria_urls': ['https://tc.canada.ca/en/road-transportation/innovative-technologies/zero-emission-vehicles/incentives-zero-emission-vehicles/program-overview'], 'max_amount': 5000.0, 'income_dependent': False, 'applicable_to_fcevs': True, 'point_of_sale': True, 'mutually_exclusive_programs': [], 'applicable_to_new_vehicles': True, 'applicable_to_used_vehicles': False}, {'id': 238, 'grantor': 'Ontario', 'name': ""Ontario's Green Vehicle Licence Plate Program"", 'description': 'Vehicles with green license plates can use High Occupancy Vehicle (HOV) lanes even when driving alone.', 'type': 'HOV Lane', 'limitations': None, 'available': True, 'evaluation': {'eligibility': 'eligible', 'applicable_to_lease': True, 'applicable_to_ownership': True, 'capitalized_in_lease': False, 'amount_in_lease': 0.0, 'amount_in_purchase': 0.0, 'amount_in_lease_precision': 'exact', 'amount_in_purchase_precision': 'exact', 'lease_calculation_rationale': 'No financial impact', 'purchase_calculation_rationale': 'No financial impact'}, 'grantor_type': 'State', 'applicant_type': 'Passenger', 'support_for': 'Driving electric', 'support_subtype': [], 'typical_amount': 'N/A', 'details_url': 'http://www.mto.gov.on.ca/english/vehicles/electric/green-licence-plate.shtml', 'criteria_urls': ['https://www.ontario.ca/page/get-green-licence-plate'], 'max_amount': None, 'income_dependent': False, 'applicable_to_fcevs': True, 'point_of_sale': False, 'mutually_exclusive_programs': [], 'applicable_to_new_vehicles': True, 'applicable_to_used_vehicles': True}, {'id': 993, 'grantor': 'Alectra Utilities', 'name': 'Ultra-Low Overnight Pricing', 'description': 'With the Ultra-Low Overnight (ULO) price plan, there are four price periods: On-peak, Mid-peak, Weekend Off-peak, and Ultra-Low Overnight. The ULO price periods are the same all year round. With ULO pricing, you can help manage your electricity costs by shifting high usage activities, like electric vehicle charging, to lower price periods when possible.', 'type': 'Discounted Electric Rate', 'limitations': None, 'available': True, 'evaluation': {'eligibility': 'eligible', 'applicable_to_lease': True, 'applicable_to_ownership': True, 'capitalized_in_lease': False, 'amount_in_lease': 0.0, 'amount_in_purchase': 0.0, 'amount_in_lease_precision': 'exact', 'amount_in_purchase_precision': 'exact', 'lease_calculation_rationale': 'No financial impact', 'purchase_calculation_rationale': 'No financial impact'}, 'grantor_type': 'Power Supplier', 'applicant_type': 'Passenger', 'support_for': 'Electricity', 'support_subtype': [], 'typical_amount': 'N/A', 'details_url': 'https://alectrautilities.com/ultra-low-overnight-pricing', 'criteria_urls': ['https://alectrautilities.com/ultra-low-overnight-pricing'], 'max_amount': None, 'income_dependent': False, 'applicable_to_fcevs': False, 'point_of_sale': False, 'mutually_exclusive_programs': [], 'applicable_to_new_vehicles': True, 'applicable_to_used_vehicles': True}]",2048,46504,True,,1,2024,SUV,,102,11.0,190.0,2,5,793,1722,https://www.acura.ca/en/zdx,No,0,0,447,447,27.0,,2169.0,ZDX Type S,All-Wheel Drive,,1,"['CCS1', 'J1772']",[],"{'make': 'Genesis', 'model': 'GV80 AWD', 'msrp': 76000, 'picture': 0, 'handle': 'Genesis_GV80_2.5T_AWD_GAS_2024', 'epa_id': 46504, 'model_year': 2024, 'fossil_fuel_efficiency': 11}",,
Alfa_Romeo_Tonale_PHEV_2024_CA,Alfa Romeo,Tonale,Sprint PHEV,PHEV,Passenger,54865,4,285,6.0,released,"[{'alt': 'High resolution view of the Alfa Romeo Tonale CA', 'position': 0, 'url_full': 'https://assets.zappyride.com/img/vehicles/chromestyle/438965/style-set-1280/2024ALS030001_1280_01.png', 'url_thumbnail': 'https://assets.zappyride.com/img/vehicles/chromestyle/438965/style-set-thumbnail/2024ALS030001_1280_01.png', 'legal_info_required': 0}, {'alt': 'High resolution view of the Alfa Romeo Tonale CA', 'position': 1, 'url_full': 'https://assets.zappyride.com/img/vehicles/chromestyle/438965/style-set-1280/2024ALS030003_1280_12.png', 'url_thumbnail': 'https://assets.zappyride.com/img/vehicles/chromestyle/438965/style-set-thumbnail/2024ALS030003_1280_12.png', 'legal_info_required': 0}, {'alt': 'High resolution view of the Alfa Romeo Tonale CA', 'position': 10, 'url_full': 'https://assets.zappyride.com/img/vehicles/chromestyle/438965/style-set-1280/2024ALS030002_1280_02.png', 'url_thumbnail': 'https://assets.zappyride.com/img/vehicles/chromestyle/438965/style-set-thumbnail/2024ALS030002_1280_02.png', 'legal_info_required': 0}]","[{'id': 232, 'grantor': 'Canada', 'name': 'iZEV Program', 'description': 'The Canadian government’s iZEV EV incentive program offers an incentive of up to $5,000 on eligible EV purchases or leases, applied at the point of sale by the dealership upon confirming buyer eligibility. To verify eligibility, buyers must complete the Consumer Consent Form. Once confirmed, buyers complete the Incentive Received Form, and the incentive appears on the bill of sale or lease agreement. Taxes and fees are applied before the incentive. No deposit is required, and the incentive is not reimbursed later; the dealership handles reimbursement documentation. Only enrolled dealerships, not consumers, can request reimbursement so that consumers don’t need to worry about filling out an application after purchase.', 'type': 'Rebate', 'limitations': None, 'available': True, 'evaluation': {'eligibility': 'eligible', 'applicable_to_lease': True, 'applicable_to_ownership': True, 'capitalized_in_lease': True, 'amount_in_lease': 5000.0, 'amount_in_purchase': 5000.0, 'amount_in_lease_precision': 'exact', 'amount_in_purchase_precision': 'exact', 'lease_calculation_rationale': 'Battery-electric, hydrogen fuel cell, and longer-range plug-in hybrid vehicles are eligible for up to $5,000. ', 'purchase_calculation_rationale': 'Battery-electric, hydrogen fuel cell, and longer-range plug-in hybrid vehicles are eligible for up to $5,000. '}, 'grantor_type': 'Country', 'applicant_type': 'Passenger', 'support_for': 'Vehicle purchase', 'support_subtype': [], 'typical_amount': 'Up to $5,000', 'details_url': 'https://tc.canada.ca/en/road-transportation/innovative-technologies/zero-emission-vehicles/incentives-zero-emission-vehicles-izev', 'criteria_urls': ['https://tc.canada.ca/en/road-transportation/innovative-technologies/zero-emission-vehicles/incentives-zero-emission-vehicles/program-overview'], 'max_amount': 5000.0, 'income_dependent': False, 'applicable_to_fcevs': True, 'point_of_sale': True, 'mutually_exclusive_programs': [], 'applicable_to_new_vehicles': True, 'applicable_to_used_vehicles': False}, {'id': 238, 'grantor': 'Ontario', 'name': ""Ontario's Green Vehicle Licence Plate Program"", 'description': 'Vehicles with green license plates can use High Occupancy Vehicle (HOV) lanes even when driving alone.', 'type': 'HOV Lane', 'limitations': None, 'available': True, 'evaluation': {'eligibility': 'eligible', 'applicable_to_lease': True, 'applicable_to_ownership': True, 'capitalized_in_lease': False, 'amount_in_lease': 0.0, 'amount_in_purchase': 0.0, 'amount_in_lease_precision': 'exact', 'amount_in_purchase_precision': 'exact', 'lease_calculation_rationale': 'No financial impact', 'purchase_calculation_rationale': 'No financial impact'}, 'grantor_type': 'State', 'applicant_type': 'Passenger', 'support_for': 'Driving electric', 'support_subtype': [], 'typical_amount': 'N/A', 'details_url': 'http://www.mto.gov.on.ca/english/vehicles/electric/green-licence-plate.shtml', 'criteria_urls': ['https://www.ontario.ca/page/get-green-licence-plate'], 'max_amount': None, 'income_dependent': False, 'applicable_to_fcevs': True, 'point_of_sale': False, 'mutually_exclusive_programs': [], 'applicable_to_new_vehicles': True, 'applicable_to_used_vehicles': True}, {'id': 993, 'grantor': 'Alectra Utilities', 'name': 'Ultra-Low Overnight Pricing', 'description': 'With the Ultra-Low Overnight (ULO) price plan, there are four price periods: On-peak, Mid-peak, Weekend Off-peak, and Ultra-Low Overnight. The ULO price periods are the same all year round. With ULO pricing, you can help manage your electricity costs by shifting high usage activities, like electric vehicle charging, to lower price periods when possible.', 'type': 'Discounted Electric Rate', 'limitations': None, 'available': True, 'evaluation': {'eligibility': 'eligible', 'applicable_to_lease': True, 'applicable_to_ownership': True, 'capitalized_in_lease': False, 'amount_in_lease': 0.0, 'amount_in_purchase': 0.0, 'amount_in_lease_precision': 'exact', 'amount_in_purchase_precision': 'exact', 'lease_calculation_rationale': 'No financial impact', 'purchase_calculation_rationale': 'No financial impact'}, 'grantor_type': 'Power Supplier', 'applicant_type': 'Passenger', 'support_for': 'Electricity', 'support_subtype': [], 'typical_amount': 'N/A', 'details_url': 'https://alectrautilities.com/ultra-low-overnight-pricing', 'criteria_urls': ['https://alectrautilities.com/ultra-low-overnight-pricing'], 'max_amount': None, 'income_dependent': False, 'applicable_to_fcevs': False, 'point_of_sale': False, 'mutually_exclusive_programs': [], 'applicable_to_new_vehicles': True, 'applicable_to_used_vehicles': True}]",1383,11480,True,,1,2024,SUV,0,17,7.0,0.0,5,5,648,1430,https://www.alfaromeo.ca/en/tonalephev,No,0,0,53,573,27.0,2419.0,1875.0,Tonale Sprint PHEV,All-Wheel Drive,8.0,1,['J1772'],[],"{'make': 'Alfa Romeo', 'model': 'Stelvio Sprint', 'msrp': 58995, 'picture': 0, 'handle': 'Alfa Romeo_Stelvio_Sprint_AWD_GAS_2024_CA', 'epa_id': 11480, 'model_year': 2024, 'fossil_fuel_efficiency': 9}",,
Alfa_Romeo_Tonale_Veloce_PHEV_2024_CA,Alfa Romeo,Tonale,Veloce PHEV,PHEV,Passenger,63290,4,285,6.2,released,"[{'alt': 'High Resolution View of the Alfa Romeo TonaleVeloce', 'position': 0, 'url_full': 'https://assets.zappyride.com/img/vehicles/chromestyle/438966/style-set-1280/2024ALS030001_1280_01.png', 'url_thumbnail': 'https://assets.zappyride.com/img/vehicles/chromestyle/438966/style-set-thumbnail/2024ALS030001_1280_01.png', 'legal_info_required': 0}, {'alt': 'High Resolution View of the Alfa Romeo TonaleVeloce', 'position': 1, 'url_full': 'https://assets.zappyride.com/img/vehicles/chromestyle/438966/style-set-1280/2024ALS030003_1280_12.png', 'url_thumbnail': 'https://assets.zappyride.com/img/vehicles/chromestyle/438966/style-set-thumbnail/2024ALS030003_1280_12.png', 'legal_info_required': 0}, {'alt': 'High Resolution View of the Alfa Romeo TonaleVeloce', 'position': 10, 'url_full': 'https://assets.zappyride.com/img/vehicles/chromestyle/438966/style-set-1280/2024ALS030002_1280_02.png', 'url_thumbnail': 'https://assets.zappyride.com/img/vehicles/chromestyle/438966/style-set-thumbnail/2024ALS030002_1280_02.png', 'legal_info_required': 0}]","[{'id': 232, 'grantor': 'Canada', 'name': 'iZEV Program', 'description': 'The Canadian government’s iZEV EV incentive program offers an incentive of up to $5,000 on eligible EV purchases or leases, applied at the point of sale by the dealership upon confirming buyer eligibility. To verify eligibility, buyers must complete the Consumer Consent Form. Once confirmed, buyers complete the Incentive Received Form, and the incentive appears on the bill of sale or lease agreement. Taxes and fees are applied before the incentive. No deposit is required, and the incentive is not reimbursed later; the dealership handles reimbursement documentation. Only enrolled dealerships, not consumers, can request reimbursement so that consumers don’t need to worry about filling out an application after purchase.', 'type': 'Rebate', 'limitations': None, 'available': True, 'evaluation': {'eligibility': 'eligible', 'applicable_to_lease': True, 'applicable_to_ownership': True, 'capitalized_in_lease': True, 'amount_in_lease': 5000.0, 'amount_in_purchase': 5000.0, 'amount_in_lease_precision': 'exact', 'amount_in_purchase_precision': 'exact', 'lease_calculation_rationale': 'Battery-electric, hydrogen fuel cell, and longer-range plug-in hybrid vehicles are eligible for up to $5,000. ', 'purchase_calculation_rationale': 'Battery-electric, hydrogen fuel cell, and longer-range plug-in hybrid vehicles are eligible for up to $5,000. '}, 'grantor_type': 'Country', 'applicant_type': 'Passenger', 'support_for': 'Vehicle purchase', 'support_subtype': [], 'typical_amount': 'Up to $5,000', 'details_url': 'https://tc.canada.ca/en/road-transportation/innovative-technologies/zero-emission-vehicles/incentives-zero-emission-vehicles-izev', 'criteria_urls': ['https://tc.canada.ca/en/road-transportation/innovative-technologies/zero-emission-vehicles/incentives-zero-emission-vehicles/program-overview'], 'max_amount': 5000.0, 'income_dependent': False, 'applicable_to_fcevs': True, 'point_of_sale': True, 'mutually_exclusive_programs': [], 'applicable_to_new_vehicles': True, 'applicable_to_used_vehicles': False}, {'id': 238, 'grantor': 'Ontario', 'name': ""Ontario's Green Vehicle Licence Plate Program"", 'description': 'Vehicles with green license plates can use High Occupancy Vehicle (HOV) lanes even when driving alone.', 'type': 'HOV Lane', 'limitations': None, 'available': True, 'evaluation': {'eligibility': 'eligible', 'applicable_to_lease': True, 'applicable_to_ownership': True, 'capitalized_in_lease': False, 'amount_in_lease': 0.0, 'amount_in_purchase': 0.0, 'amount_in_lease_precision': 'exact', 'amount_in_purchase_precision': 'exact', 'lease_calculation_rationale': 'No financial impact', 'purchase_calculation_rationale': 'No financial impact'}, 'grantor_type': 'State', 'applicant_type': 'Passenger', 'support_for': 'Driving electric', 'support_subtype': [], 'typical_amount': 'N/A', 'details_url': 'http://www.mto.gov.on.ca/english/vehicles/electric/green-licence-plate.shtml', 'criteria_urls': ['https://www.ontario.ca/page/get-green-licence-plate'], 'max_amount': None, 'income_dependent': False, 'applicable_to_fcevs': True, 'point_of_sale': False, 'mutually_exclusive_programs': [], 'applicable_to_new_vehicles': True, 'applicable_to_used_vehicles': True}, {'id': 993, 'grantor': 'Alectra Utilities', 'name': 'Ultra-Low Overnight Pricing', 'description': 'With the Ultra-Low Overnight (ULO) price plan, there are four price periods: On-peak, Mid-peak, Weekend Off-peak, and Ultra-Low Overnight. The ULO price periods are the same all year round. With ULO pricing, you can help manage your electricity costs by shifting high usage activities, like electric vehicle charging, to lower price periods when possible.', 'type': 'Discounted Electric Rate', 'limitations': None, 'available': True, 'evaluation': {'eligibility': 'eligible', 'applicable_to_lease': True, 'applicable_to_ownership': True, 'capitalized_in_lease': False, 'amount_in_lease': 0.0, 'amount_in_purchase': 0.0, 'amount_in_lease_precision': 'exact', 'amount_in_purchase_precision': 'exact', 'lease_calculation_rationale': 'No financial impact', 'purchase_calculation_rationale': 'No financial impact'}, 'grantor_type': 'Power Supplier', 'applicant_type': 'Passenger', 'support_for': 'Electricity', 'support_subtype': [], 'typical_amount': 'N/A', 'details_url': 'https://alectrautilities.com/ultra-low-overnight-pricing', 'criteria_urls': ['https://alectrautilities.com/ultra-low-overnight-pricing'], 'max_amount': None, 'income_dependent': False, 'applicable_to_fcevs': False, 'point_of_sale': False, 'mutually_exclusive_programs': [], 'applicable_to_new_vehicles': True, 'applicable_to_used_vehicles': True}]",1956,11481,True,,1,2024,SUV,0,17,7.0,0.0,2,5,385,1430,https://www.alfaromeo.ca/en/tonalephev,No,0,0,53,573,27.0,2419.0,2004.0,Tonale Veloce PHEV,All-Wheel Drive,8.0,1,['J1772'],[],"{'make': 'Alfa Romeo', 'model': 'Stelvio Veloce', 'msrp': 61795, 'picture': 0, 'handle': 'Alfa Romeo_Stelvio_Veloce_AWD_GAS_2024_CA', 'epa_id': 11481, 'model_year': 2024, 'fossil_fuel_efficiency': 9}",,
