model,charger_id,make,model_variant,price,price_src,amps,form_factor,cord_length,home_outlet,plug_types,wifi,warranty,safe_outdoors,made_in_america,details_link,spec_src,img,has_discount,discount_value,discount_code,certifications,volts_ac,kw_ac,incentives
D,Zencar_Model_D_11kW_32A_EV_Charger,Zencar,11kW,206,ZenCar Price list 2023.10.pdf,32.0,Portable,23,14-50,J1772,False,1,True,False,4.Zencar Model D.pdf,https://www.zencar.net/ev-charging-level-2/,https://assets.zappyride.com/img/chargers/Zencar%20Model%20D%2011kW%2032A%20EV%20Charger.png,False,0,,CE,220.0,11.0,[]
D,Zencar_Model_D_22kW_32A_EV_Charger,Zencar,22kW,239,ZenCar Price list 2023.10.pdf,32.0,Portable,23,14-50,J1772,False,1,True,False,4.Zencar Model D.pdf,https://www.zencar.net/ev-charging-level-2/,https://assets.zappyride.com/img/chargers/Zencar%20Model%20D%2022kW%2032A%20EV%20Charger.png,False,0,,CE,230.0,22.0,[]
E,Zencar_Model_E_3.6kW_EV_Charger,Zencar,3.6kW,117,ZenCar Price list 2023.10.pdf,16.0,Portable,23,14-50,J1772,False,1,True,False,https://jdpower-my.sharepoint.com/:b:/g/personal/lakshya_rajor_autodatacorp_org/EeWalNeYIc9Hmg9JSHv8E00BhVYJMM726_T3-Gbe2zSsCg?e=eSlAZQ,https://www.zencar.net/ev-charging-level-2/,https://assets.zappyride.com/img/chargers/Zencar%20Model%20E%203.6kW%20EV%20Charger.png,False,0,,CE,230.0,3.6,[]
E,Zencar_Model_E_7.2W_EV_Charger,Zencar,7.2kW,148,ZenCar Price list 2023.10.pdf,32.0,Portable,23,14-50,J1772,False,1,True,False,https://jdpower-my.sharepoint.com/:b:/g/personal/lakshya_rajor_autodatacorp_org/EeWalNeYIc9Hmg9JSHv8E00BhVYJMM726_T3-Gbe2zSsCg?e=eSlAZQ,https://www.zencar.net/ev-charging-level-2/,https://assets.zappyride.com/img/chargers/Zencar%20Model%20E%207.2W%20EV%20Charger.png,False,0,,CE,230.0,7.2,[]
E,Zencar_Model_E_11kW_EV_Charger,Zencar,11kW,201,ZenCar Price list 2023.10.pdf,16.0,Portable,23,14-50,J1772,False,1,True,False,https://jdpower-my.sharepoint.com/:b:/g/personal/lakshya_rajor_autodatacorp_org/EeWalNeYIc9Hmg9JSHv8E00BhVYJMM726_T3-Gbe2zSsCg?e=eSlAZQ,https://www.zencar.net/ev-charging-level-2/,https://assets.zappyride.com/img/chargers/Zencar%20Model%20E%2011kW%20EV%20Charger.png,False,0,,CE,230.0,11.0,[]
E,Zencar_Model_E_22kW_EV_Charger,Zencar,22kW,230,ZenCar Price list 2023.10.pdf,32.0,Portable,23,14-50,J1772,False,1,True,False,https://jdpower-my.sharepoint.com/:b:/g/personal/lakshya_rajor_autodatacorp_org/EeWalNeYIc9Hmg9JSHv8E00BhVYJMM726_T3-Gbe2zSsCg?e=eSlAZQ,https://www.zencar.net/ev-charging-level-2/,https://assets.zappyride.com/img/chargers/Zencar%20Model%20E%2022kW%20EV%20Charger.png,False,0,,CE,230.0,22.0,[]
E Pro,Zencar_Model_E_Pro_7.2kW_EV_Charger,Zencar,16A,181,ZenCar Price list 2023.10.pdf,16.0,Portable,23,14-50,J1772,False,1,True,False,5.Zencar Model EPro.pdf,https://www.zencar.net/ev-charging-level-2/,https://assets.zappyride.com/img/chargers/Zencar%20Model%20E%20Pro%207.2kW%20EV%20Charger.png,False,0,,CE,220.0,7.2,[]
E Pro,Zencar_Model_E_Pro_11kW_EV_Charger,Zencar,32A,196,ZenCar Price list 2023.10.pdf,32.0,Portable,23,14-50,J1772,False,1,True,False,5.Zencar Model EPro.pdf,https://www.zencar.net/ev-charging-level-2/,https://assets.zappyride.com/img/chargers/Zencar%20Model%20E%20Pro%2011kW%20EV%20Charger.png,False,0,,CE,220.0,11.0,[]
AXLU191001,Zerova_AXLU_AC_EV_Charger,Zerova,,1299,Estimate,80.0,Wall mounted,25,Hardwired,J1772,True,1,True,False,https://www.zerovatech.com/product/ax-series-ac-charger/,https://www.zerovatech.com/business-charging/,https://assets.zappyride.com/img/chargers/Zerova%20AXLU%20AC%20EV%20Charger.png,False,0,,"CTEP, Energy Star, FCC, UL",240.0,19.0,[]
EV016,3L3Y_16A_6-20_EV_Charger,3L3Y,,159,https://www.ebay.com/itm/325234839817,16.0,Portable,15,6-20,J1772,False,1,True,True,https://www.ebay.com/itm/325234839817,,https://assets.zappyride.com/img/chargers/3L3Y%2016A%206-20%20EV%20Charger.png,False,0,,"CE, TUV, UL",240.0,3.84,[]
7.7kW,3L3Y_32A_6-20_7.7kW_EV_Charger,3L3Y,,560,https://www.amazon.com/3L3Y-Charger-Extension-Hardwired-Outdoor/dp/B09KN927H5/ref=sr_1_1?keywords=3L3Y&qid=1698406878&sr=8-1&th=1,32.0,Wall mounted,25,6-20,J1772,False,1,True,True,https://www.amazon.com/3L3Y-Charger-Extension-Hardwired-Outdoor/dp/B09KN927H5/ref=sr_1_5?crid=M99Z4PF4XS7C&keywords=3L3Y%2Bev%2Bcharger&qid=1698406350&sprefix=3l3y%2Bev%2Bcharger%2Caps%2C374&sr=8-5&th=1,,https://assets.zappyride.com/img/chargers/3L3Y%2032A%206-20%207.7kW%20EV%20Charger.png,False,0,,"CE, TUV, UL",240.0,7.7,[]
iFlow,AMPROAD_iFlow_P9_40A_EV_Charger,AMPROAD,P9,359,https://www.amazon.com/stores/page/7B6D7200-9089-4FF8-B8A0-0AEA45592400?ingress=2&visitId=56956ac8-858f-4631-9445-cdd00d6020a5&ref_=ast_bln,40.0,Portable,25,14-50,J1772,True,1,True,False,https://www.amazon.com/stores/page/7B6D7200-9089-4FF8-B8A0-0AEA45592400?ingress=2&visitId=56956ac8-858f-4631-9445-cdd00d6020a5&ref_=ast_bln,https://www.amazon.com/stores/page/7B6D7200-9089-4FF8-B8A0-0AEA45592400?ingress=2&visitId=56956ac8-858f-4631-9445-cdd00d6020a5&ref_=ast_bln,https://assets.zappyride.com/img/chargers/AMPROAD%20iFlow%20P9%2040A%20EV%20Charger.png,False,0,,UL,240.0,9.6,[]
16A EV Charger,Vevor_Portable_EV_Charger_16A_6-20,Vevor,,96,https://www.vevor.com/portable-ev-charger-c_11497/vevor-portable-ev-charger-ev-car-charging-cable-16-amp-level-2-nema-6-20-25ft-p_010365533505,16.0,Portable,25,6-20,J1772,False,1,True,False,https://www.vevor.com/portable-ev-charger-c_11497/vevor-portable-ev-charger-ev-car-charging-cable-16-amp-level-2-nema-6-20-25ft-p_010365533505,https://www.vevor.com/portable-ev-charger-c_11497,https://assets.zappyride.com/img/chargers/Vevor%20Portable%20EV%20Charger%2016A%206-20.png,False,0,,"CE, UL",240.0,3.84,[]
24A EV Charger,Vevor_Portable_EV_Charger_24A_10-30,Vevor,,215,https://www.vevor.com/portable-ev-charger-c_11497/vevor-portable-ev-charger-ev-car-charging-cable-24-amp-level-2-nema-10-30-25ft-p_010861962413,24.0,Portable,25,10-30,J1772,False,1,True,False,https://www.vevor.com/portable-ev-charger-c_11497/vevor-portable-ev-charger-ev-car-charging-cable-24-amp-level-2-nema-10-30-25ft-p_010861962413,https://www.vevor.com/portable-ev-charger-c_11497,https://assets.zappyride.com/img/chargers/Vevor%20Portable%20EV%20Charger%2024A%2010-30.png,False,0,,"CE, UL",240.0,5.76,[]
WB-SC-AC1.0-16A,Vevor_Portable_EV_Charger_15A_6-20,Vevor,,150,https://www.vevor.com/portable-ev-charger-c_11497/vevor-portable-ev-charger-ev-car-charging-cable-15-amp-level-1-2-nema-6-20-25ft-p_010416085535,15.0,Portable,25,6-20,J1772,False,1,True,False,https://www.vevor.com/portable-ev-charger-c_11497/vevor-portable-ev-charger-ev-car-charging-cable-15-amp-level-1-2-nema-6-20-25ft-p_010416085535,https://www.vevor.com/portable-ev-charger-c_11497,https://assets.zappyride.com/img/chargers/Vevor%20Portable%20EV%20Charger%2015A%206-20.png,False,0,,"CE, UL",240.0,3.84,[]
EV-A01-US009A,Vevor_EV_Charger_40A_6-50,Vevor,Jun-50,430,https://www.vevor.com/portable-ev-charger-c_11497/vevor-level-2-ev-charging-station-40a-home-electric-vehicle-charger-nema6-50-p_010148205544,40.0,Wall mounted,22,6-50,J1772,False,1,True,False,https://www.vevor.com/portable-ev-charger-c_11497/vevor-level-2-ev-charging-station-40a-home-electric-vehicle-charger-nema6-50-p_010148205544,https://www.vevor.com/portable-ev-charger-c_11497,https://assets.zappyride.com/img/chargers/Vevor%20EV%20Charger%2040A%206-50.png,False,0,,"Energy Star, ETL",240.0,9.6,[]
EV-A01-US009A,Vevor_EV_Charger_40A_14-50,Vevor,14-50,463,https://www.vevor.com/portable-ev-charger-c_11497/vevor-level-2-electric-vehicle-charging-station-0-40a-adjustable-9-6-kw-240v-nema-1-50-plug-smart-ev-charger-with-wifi-22-foot-tpe-charging-cable-for-indoor-outdoor-use-etl-energy-star-certified-p_010795532091,40.0,Wall mounted,22,14-50,J1772,False,1,True,False,https://www.vevor.com/portable-ev-charger-c_11497/vevor-level-2-ev-charging-station-40a-home-electric-vehicle-charger-nema6-50-p_010148205544,https://www.vevor.com/portable-ev-charger-c_11497,https://assets.zappyride.com/img/chargers/Vevor%20EV%20Charger%2040A%2014-50.png,False,0,,"Energy Star, ETL",240.0,9.6,[]
IQ 40,Enphase_IQ_40_AC_EV_Charger,Enphase,,622,https://enphase.com/store/ev-chargers/connected-ev-chargers-home/iq-40-ev-charger-hardwired-32,32.0,Wall mounted,25,Hardwired,J1772,True,5,True,True,https://enphase.com/store/ev-chargers/connected-ev-chargers-home/iq-40-ev-charger-hardwired-32,https://enphase.com/store/ev-chargers,https://assets.zappyride.com/img/chargers/Enphase%20IQ%2040%20AC%20EV%20Charger.png,False,0,,"Energy Star, NEC, UL",240.0,7.7,[]
IQ 50,Enphase_IQ_50_AC_EV_Charger,Enphase,,688,https://enphase.com/store/ev-chargers/connected-ev-chargers-home/iq-50-ev-charger-hardwired-40,40.0,Wall mounted,25,Hardwired,J1772,True,5,True,True,https://enphase.com/store/ev-chargers/connected-ev-chargers-home/iq-40-ev-charger-hardwired-32,https://enphase.com/store/ev-chargers,https://assets.zappyride.com/img/chargers/Enphase%20IQ%2050%20AC%20EV%20Charger.png,False,0,,"Energy Star, NEC, UL",240.0,9.6,[]
IQ 60,Enphase_IQ_60_AC_EV_Charger,Enphase,,1099,https://enphase.com/store/ev-chargers/connected-ev-chargers-home/iq-60-ev-charger-hardwired-48,48.0,Wall mounted,25,Hardwired,J1772,True,5,True,True,https://enphase.com/store/ev-chargers/connected-ev-chargers-home/iq-40-ev-charger-hardwired-32,https://enphase.com/store/ev-chargers,https://assets.zappyride.com/img/chargers/Enphase%20IQ%2060%20AC%20EV%20Charger.png,False,0,,"Energy Star, NEC, UL",240.0,11.5,[]
IQ 80,Enphase_IQ_80_AC_EV_Charger,Enphase,,1176,https://enphase.com/store/ev-chargers/connected-ev-chargers-home/iq-80-ev-charger-hardwired-64,64.0,Wall mounted,25,Hardwired,J1772,True,5,True,True,https://enphase.com/store/ev-chargers/connected-ev-chargers-home/iq-40-ev-charger-hardwired-32,https://enphase.com/store/ev-chargers,https://assets.zappyride.com/img/chargers/Enphase%20IQ%2080%20AC%20EV%20Charger.png,False,0,,"Energy Star, NEC, UL",240.0,15.4,[]
Blazer,Injet_Blazer_AC_Floor_Mounted_EV_Charger,Injet,,1399,Estimate,40.0,Pedestal,16,Hardwired,J1772,True,2,True,False,https://www.wyevcharger.com/blazer-us-series-product/,https://www.wyevcharger.com/ac-charging-station/,https://assets.zappyride.com/img/chargers/Injet%20Blazer%20AC%20Floor%20Mounted%20EV%20Charger.png,False,0,,"Energy Star, FCC, UL",240.0,10.0,[]
Blazer,Injet_Blazer_AC_EV_Charger,Injet,,1499,Estimate,40.0,Wall mounted,17,Hardwired,J1772,True,2,True,False,https://www.wyevcharger.com/blazer-us-series-product/,https://www.wyevcharger.com/ac-charging-station/,https://assets.zappyride.com/img/chargers/Injet%20Blazer%20AC%20EV%20Charger.png,False,0,,"Energy Star, FCC, UL",240.0,10.0,[]
Nexus,Injet_Nexus_AC_floor_mount_10kW_EV_Charger,Injet,Floor Mount,1499,Estimate,40.0,Pedestal,16,14-50,J1772,True,1,True,False,https://www.weeyuevse.com/ac-wallbox-ev-charger/m3p-series-ev-wallbox-charger/ac-type-1-ev-charging.html,https://www.weeyuevse.com/ac-wallbox-ev-charger/,https://assets.zappyride.com/img/chargers/Injet%20Nexus%20AC%20floor%20mount%2010kW%20EV%20Charger.png,False,0,,"Energy Star, FCC, UL",240.0,10.0,[]
Nexus,Injet_Nexus_AC_wall_mount_10kW_EV_Charger,Injet,Wall Mount,1599,Estimate,40.0,Wall mounted,16,14-50,J1772,True,1,True,False,https://www.weeyuevse.com/ac-wallbox-ev-charger/m3p-series-ev-wallbox-charger/ac-type-1-ev-charging.html,https://www.weeyuevse.com/ac-wallbox-ev-charger/,https://assets.zappyride.com/img/chargers/Injet%20Nexus%20AC%20wall%20mount%2010kW%20EV%20Charger.png,False,0,,"Energy Star, FCC, UL",240.0,10.0,[]
Vision,Injet_Vision_19.2kW_floor_mount_AC_EV_Charger,Injet,Floor Mount,1499,Estimate,80.0,Pedestal,18,Hardwired,J1772,True,1,True,False,https://www.weeyuevse.com/ac-wallbox-ev-charger/vision-series-ev-charger/vision-series-ev-charger-19-2kw-wall-pole.html,https://www.weeyuevse.com/ac-wallbox-ev-charger/,https://assets.zappyride.com/img/chargers/Injet%20Vision%2019.2kW%20floor%20mount%20AC%20EV%20Charger.png,False,0,,"Energy Star, ETL, FCC",240.0,19.2,[]
Vision,Injet_Vision_19.2kW_wall_mount_AC_EV_Charger,Injet,Wall Mount,1399,Estimate,80.0,Wall mounted,18,Hardwired,J1772,True,1,True,False,https://www.weeyuevse.com/ac-wallbox-ev-charger/vision-series-ev-charger/vision-series-ev-charger-19-2kw-wall-pole.html,https://www.weeyuevse.com/ac-wallbox-ev-charger/,https://assets.zappyride.com/img/chargers/Injet%20Vision%2019.2kW%20wall%20mount%20AC%20EV%20Charger.png,False,0,,"Energy Star, ETL, FCC",240.0,19.2,[]
Swift,Injet_Swift_Series_22kW_wall_mount_AC_EV_Charger,Injet,Wall Mount,1899,Estimate,32.0,Wall mounted,18,Hardwired,J1772,True,1,True,False,https://www.weeyuevse.com/ac-wallbox-ev-charger/m3w-series-ev-wallbox-charger/7kw-1-phase-32a-wallbox.html,https://www.weeyuevse.com/ac-wallbox-ev-charger/,https://assets.zappyride.com/img/chargers/Injet%20Swift%20Series%2022kW%20wall%20mount%20AC%20EV%20Charger.png,False,0,,"CE, REACH, RoHS",400.0,22.0,[]
Swift,Injet_Swift_Series_22kW_pole_mount_AC_EV_Charger,Injet,Pole Mount,2100,Estimate,32.0,Pedestal,18,Hardwired,J1772,True,1,True,False,https://www.weeyuevse.com/ac-wallbox-ev-charger/m3w-series-ev-wallbox-charger/7kw-1-phase-32a-wallbox.html,https://www.weeyuevse.com/ac-wallbox-ev-charger/,https://assets.zappyride.com/img/chargers/Injet%20Swift%20Series%2022kW%20pole%20mount%20AC%20EV%20Charger.png,False,0,,"CE, REACH, RoHS",400.0,22.0,[]
Swift,Injet_Swift_Series_7kW_pole_mount_AC_EV_Charger,Injet,Pole Mount,2100,Estimate,32.0,Pedestal,18,Hardwired,J1772,True,1,True,False,https://www.weeyuevse.com/ac-wallbox-ev-charger/m3w-series-ev-wallbox-charger/wallbox-22kw-type-2-ev-charger.html,https://www.weeyuevse.com/ac-wallbox-ev-charger/,https://assets.zappyride.com/img/chargers/Injet%20Swift%20Series%207kW%20pole%20mount%20AC%20EV%20Charger.png,False,0,,"CE, REACH, RoHS",240.0,7.0,[]
Swift,Injet_Swift_Series_7kW_wall_mount_AC_EV_Charger,Injet,Wall Mount,1499,Estimate,32.0,Wall mounted,18,Hardwired,J1772,True,1,True,False,https://www.weeyuevse.com/ac-wallbox-ev-charger/m3w-series-ev-wallbox-charger/wallbox-22kw-type-2-ev-charger.html,https://www.weeyuevse.com/ac-wallbox-ev-charger/,https://assets.zappyride.com/img/chargers/Injet%20Swift%20Series%207kW%20wall%20mount%20AC%20EV%20Charger.png,False,0,,"CE, REACH, RoHS",240.0,7.0,[]
Sonic Series 22kW,Injet_Sonic_Series_22kW_AC_EV_Charger,Injet,22kW Wall Mounted,1899,Estimate,32.0,Wall mounted,18,Hardwired,J1772,True,1,True,False,https://www.weeyuevse.com/ac-wallbox-ev-charger/sonic-series-ev-charger/sonic-series-22kw-type2-ev-charger-wall-pole.html,https://www.weeyuevse.com/ac-wallbox-ev-charger/,https://assets.zappyride.com/img/chargers/Injet%20Sonic%20Series%2022kW%20AC%20EV%20Charger.png,False,0,,"CE, RoHS, TUV",230.0,22.0,[]
Sonic Series 11kW,Injet_Sonic_Series_11kW_AC_EV_Charger,Injet,11kW Wall Mounted,1799,Estimate,16.0,Wall mounted,18,Hardwired,J1772,True,1,True,False,https://www.weeyuevse.com/ac-wallbox-ev-charger/sonic-series-ev-charger/sonic-series-11kw-type2-ev-charger-wall-pole.html,https://www.weeyuevse.com/ac-wallbox-ev-charger/,https://assets.zappyride.com/img/chargers/Injet%20Sonic%20Series%2011kW%20AC%20EV%20Charger.png,False,0,,"CE, RoHS, TUV",400.0,11.0,[]
Sonic Series 7kW,Injet_Sonic_Series_7kW_AC_EV_Charger,Injet,7kW Wall Mounted,1499,Estimate,32.0,Wall mounted,18,Hardwired,J1772,True,1,True,False,https://www.weeyuevse.com/ac-wallbox-ev-charger/m3w-series-ev-wallbox-charger/wallbox-22kw-type-2-ev-charger.html,https://www.weeyuevse.com/ac-wallbox-ev-charger/,https://assets.zappyride.com/img/chargers/Injet%20Sonic%20Series%207kW%20AC%20EV%20Charger.png,False,0,,"CE, RoHS, TUV",230.0,7.0,[]
EV320,Leviton_EV320_32A_AC_EV_Charger,Leviton,,649,https://store.leviton.com/collections/ev-charging/products/32-amp-level-2-electric-vehicle-charging-station-ev320?variant=43470813331686,32.0,Wall mounted,18,Hardwired,J1772,False,2,True,False,https://www.leviton.com/en/products/ev320,https://store.leviton.com/collections/ev-charging,https://assets.zappyride.com/img/chargers/Leviton%20EV320%2032A%20AC%20EV%20Charger.png,False,0,,"CSA, Energy Star, UL",240.0,7.6,[]
EV320,Leviton_32A_AC_EV_Charger,Leviton,,649,https://store.leviton.com/collections/ev-charging/products/32-amp-level-2-electric-vehicle-charging-station-ev320?variant=43470813331686,32.0,Wall mounted,18,Hardwired,J1772,False,2,True,False,https://www.leviton.com/en/products/ev320,https://store.leviton.com/collections/ev-charging,https://assets.zappyride.com/img/chargers/Leviton%2032A%20AC%20EV%20Charger.png,False,0,,"CSA, Energy Star, UL",240.0,7.6,[]
EV32W,Leviton_32A_AC_EV_Charger_App,Leviton,,749,https://store.leviton.com/collections/ev-charging/products/48-amp-level-2-electric-vehicle-charging-station-with-wi-fi-works-with-my-leviton-app-ev48w?variant=43783639433446,32.0,Wall mounted,18,Hardwired,J1772,True,2,True,False,https://www.leviton.com/en/products/ev320,https://store.leviton.com/collections/ev-charging,https://assets.zappyride.com/img/chargers/Leviton%2032A%20AC%20EV%20Charger%20App.png,False,0,,"CSA, Energy Star, UL",240.0,7.6,[]
IQ 40 P,Enphase_IQ_40_P_Wall_Mounted_EV_Charger,Enphase,Wall Mounted,622,https://enphase.com/store/ev-chargers/connected-ev-chargers-home/iq-40-ev-charger-hardwired-32,32.0,Wall mounted,25,Hardwired,J1772,True,5,True,True,https://enphase.com/store/ev-chargers/connected-ev-chargers-home/iq-40-ev-charger-hardwired-32,https://enphase.com/download/iq-40-ev-charger-data-sheet,https://assets.zappyride.com/img/chargers/Enphase%20IQ%2040%20P%20Wall%20Mounted%20EV%20Charger.png,False,0,,"cETL, CSA, Energy Star, ETL, FCC, NEC, UL",240.0,7.7,[]
IQ 50 P,Enphase_IQ_50_P_Wall_Mounted_EV_Charger,Enphase,Wall Mounted,688,https://enphase.com/store/ev-chargers/connected-ev-chargers-home/iq-50-ev-charger-hardwired-40,40.0,Wall mounted,25,Hardwired,J1772,True,5,True,True,https://enphase.com/store/ev-chargers/connected-ev-chargers-home/iq-50-ev-charger-hardwired-40,https://enphase.com/download/iq-50-ev-charger-data-sheet,https://assets.zappyride.com/img/chargers/Enphase%20IQ%2050%20P%20Wall%20Mounted%20EV%20Charger.png,False,0,,"cETL, CSA, Energy Star, ETL, FCC, NEC, UL",240.0,9.6,[]
HCS 50 P,Enphase_HCS_50_P_Wall_Mounted_EV_Charger,Enphase,Wall Mounted,809,https://enphase.com/store/ev-chargers/commercial-ev-chargers/hcs-50-ev-charger,40.0,Wall mounted,25,Hardwired,J1772,False,5,True,True,https://enphase.com/store/ev-chargers/commercial-ev-chargers/hcs-50-ev-charger,https://enphase.com/download/hcs-50-data-sheet,https://assets.zappyride.com/img/chargers/Enphase%20HCS%2050%20P%20Wall%20Mounted%20EV%20Charger.png,False,0,,"cETL, Energy Star, ETL",240.0,9.6,[]
Pulsar Max,Wallbox_Pulsar_Max_AC_EV_Charger,Wallbox,,1218,https://wallbox.com/en_nz/buy-pulsarmax-nz#,32.0,Wall mounted,25,Hardwired,J1772,True,3,True,False,https://wallbox.com/en_catalog/,https://support.wallbox.com/wp-content/uploads/2022/08/EN_PulsarMax_Datasheet_English.pdf,https://assets.zappyride.com/img/chargers/Wallbox%20Pulsar%20Max%20AC%20EV%20Charger.png,False,0,0,UL,400.0,22.0,[]
Commander 2S,Wallbox_Commander_2S_AC_EV_Charger,Wallbox,,1371,https://wallbox.com/en_au/buy-commander2s-au,32.0,Wall mounted,16,Hardwired,J1772,True,3,True,False,https://wallbox.com/en_au/commander-2-ev-charger-business,file:///C:/Users/Lenovo/Downloads/EN_DS_Commander2S_20240201.pdf,https://assets.zappyride.com/img/chargers/Wallbox%20Commander%202S%20AC%20EV%20Charger.png,False,0,0,"CE, IEC",400.0,22.0,[]
Portable,Rivian_Portable_AC_EV_Charger,Rivian,,400,https://rivian.com/gear-shop/p/rivian-portable-charger,32.0,Portable,18,"5-15,14-50",J1772,False,1,True,True,https://rivian.com/experience/charging,https://assets.rivian.com/2md5qhoeajym/38640SefdcuhaAvnRdAVnj/25739c5c00826fdfb58020ac73dbd9c8/portable-charger-240V-outlet-install-en-us-20220622.pdf,https://assets.zappyride.com/img/chargers/Rivian%20Portable%20AC%20EV%20Charger.png,False,0,,Energy Star,240.0,7.6,[]
