Station Name,Street Address,City,State,Zip,Latitude,Longitude,EV Connector Types,EV Network,Status,Open Date
Ramada,1319 2nd St W,Brooks,AB,T1R 1P7,50.585242,-111.898615,J1772,Non-Networked,E,2012-02-01
Davis Chevrolet,149 E Lake Crescent NE,Airdrie,AB,T4A 2H9,51.288119,-113.998284,J1772,Non-Networked,E,2015-01-15
Gasonic Instruments,8-823 41st Ave NE,Calgary,AB,T2E 6Y3,51.092856,-114.043029,J1772,Non-Networked,E,2015-04-15
International Motor Cars,7220 Railway St SE,Calgary,AB,T2H 3A8,50.990495,-114.042414,J1772,Non-Networked,E,2017-03-15
Residence Inn,3710 Market St SE,Calgary,AB,T3M 2P2,50.88028293795556,-113.9558734539673,J1772,Non-Networked,E,2017-02-01
Platinum Mitsubishi,2720 Barlow Trail NE,Calgary,AB,T1Y 1A1,51.07626273694107,-114.0002597533035,J1772,Non-Networked,E,2016-05-16
Nissan Sorel-Tracy,4995 rue Saint-Laurent,Sorel-Tracy,QC,J3R 5S8,46.024209,-73.154564,J1772,Non-Networked,E,2011-03-15
Red River College Polytechnic,2055 Notre Dame Ave,Winnipeg,MB,R3H 0J9,49.9193337685111,-97.20904312233733,"CHADEMO, J1772, J1772COMBO, NEMA520",Non-Networked,E,2019-09-01
Amosphere Complexe Hotelier,1031 Route 111 E,Amos,QC,J9T 1N2,48.55973356037567,-78.10465139021301,J1772,Non-Networked,E,2014-02-15
Assurance Romeo Bessette et Fils Inc,815 rue Plante,St-Jean-sur-Richelieu,QC,J3A 1M8,45.327381,-73.272159,J1772,Non-Networked,E,2013-03-15
Balls Falls Centre for Conservation,3292 Sixth Ave,Lincoln,ON,L0R 1S0,43.133157,-79.386041,J1772,Non-Networked,E,2017-02-01
Auberge la Goeliche,22 rue du Quai,St-Petronille,QC,G0A 4C0,46.845153,-71.131891,J1772,Non-Networked,E,2014-08-15
BMR Yamachiche,1031 boul. Duchesne,Yamachiche,QC,G0X 3L0,46.29013734122007,-72.83629217063901,J1772,Non-Networked,E,2015-08-15
Baie-des-Sables,2370 Ch du Lac,Lac Megantic,QC,G6B 2S5,45.58851037045203,-70.92859286502075,J1772,Non-Networked,E,2013-02-15
Best Western - Belleville,387 N Front St,Belleville,ON,K8P 3C8,44.189215,-77.396476,J1772,Non-Networked,E,2015-02-01
Best Western - Cairn Croft,6400 Lundy's Ln,Niagara Falls,ON,L2G 6H2,43.088776,-79.101054,J1772,Non-Networked,E,2012-01-15
Best Western Plus - Cobourg Inn & Convention Centre,930 Burnham St,Cobourg,ON,K9A 2X9,43.972091,-78.191994,J1772,Non-Networked,E,2014-06-15
Best Western Albert Centre-Ville,84 Avenue Principale,Rouyn-Noranda,QC,J9X 4P2,48.240888,-79.0204,J1772,Non-Networked,E,2014-02-15
Best Western Plus,1231 boul. Albiny Paquette,Mont-Laurier,QC,J9L 1M6,46.552054,-75.476595,J1772,Non-Networked,E,2015-01-15
Best Western Plus Hotel,420 boul. Monseigneur-Dubois,St-Jerome,QC,J7Y 3L8,45.780488,-74.01704,J1772,Non-Networked,E,2016-06-15
Parc des Chutes,3701 boul. Ducharme,La Tuque,QC,G9X 4T4,47.389023,-72.785041,J1772,Non-Networked,E,2017-02-01
Best Western - Inn on the Bay,1800 2nd Ave E,Owen Sound,ON,N4K 5R1,44.578532,-80.936692,J1772,Non-Networked,E,2017-02-01
Cafe Morgane Jean-Xx-Iii,5680 boul. Jean-Xxiii,Trois-Rivières-Ouest,QC,G8Z 4B5,46.33286975052924,-72.59311847486879,J1772,Non-Networked,E,2015-03-05
Best Western - Lakeside Inn,470 1st Ave S,Kenora,ON,P9N 1W5,49.761421,-94.488448,J1772,Non-Networked,T,2017-02-20
Caisse Desjardins,75 Av Saint-Laurent,Louiseville,QC,J5V 1J6,46.255803,-72.941361,J1772,Non-Networked,E,2013-06-05
Auberge la Seigneurie des Monts Inc,21 1re Ave E,St-Anne-des-Monts,QC,G4V 1A2,49.130298,-66.485228,J1772,Non-Networked,E,2016-06-15
Best Western - North Bay,700 Lakeshore Dr,North Bay,ON,P1A 2G4,46.266569,-79.435513,J1772,Non-Networked,E,2017-02-01
Best Western - Otonabee Inn,84 Lansdowne St E,Peterborough,ON,K9J 6Z3,44.290061,-78.303055,J1772,Non-Networked,E,2014-06-15
Best Western - Pembroke Inn,1 International Dr,Pembroke,ON,K8A 6W5,45.79871,-77.116359,J1772,Non-Networked,E,2015-01-15
Centre le Sillon,3491 Ch Royal,St-Francois-de-l'Ile-d'Orleans,QC,G0A 3S0,47.002766,-70.813254,J1772,Non-Networked,E,2015-09-01
Best Western Plus - Dryden,349 Government St,Dryden,ON,P8N 2P4,49.78736,-92.83394,J1772,Non-Networked,E,2015-09-15
Château Repotel Henri IV,2500 Ave St Jean Baptiste,Quebec,QC,G2E 6J5,46.80455099219761,-71.33162500230787,"CHADEMO, J1772COMBO",Non-Networked,E,2016-06-26
Best Western Plus- Brant Park Inn,19 Holiday Dr,Brantford,ON,N3R 7J4,43.163715,-80.240786,J1772,Non-Networked,E,2013-05-15
Chocolaterie de l'Ile d'Orleans,150 Ch du Bout de l'Ile,St-Petronille,QC,G0A 4C0,46.84981110216252,-71.14025745507811,J1772,Non-Networked,E,2014-06-15
Ecole de Sainte-Famille,2482 Ch Royal,St-Famille,QC,G0A 3P0,46.973152,-70.962167,J1772,Non-Networked,E,2014-03-15
Best Western Kingston - Fireside,1217 Princess St,Kingston,ON,K7M 3E1,44.246733,-76.522762,J1772,Non-Networked,T,2013-10-15
Hotel Baker,178 rue de la Reine,Gaspe,QC,G4X 1T6,48.827861,-64.48693,J1772,Non-Networked,E,2012-03-15
Riotel Matane,250 Av du Phare E,Matane,QC,G4W 3N4,48.852204,-67.524649,J1772,Non-Networked,E,2013-02-15
Best Western Plus - City Centre,1274 Carling Ave,Ottawa,ON,K1Z 7K8,45.385821,-75.732949,J1772,Non-Networked,E,2017-02-01
Best Western Plus - Mariposa Inn,400 Memorial Ave,Orillia,ON,L3V 6J3,44.589674,-79.422767,J1772,Non-Networked,E,2015-02-15
Best Western Plus - Milton,161 Chisholm Dr,Milton,ON,L9T 4A6,43.525871,-79.907297,J1772,Non-Networked,E,2017-02-01
Best Western Plus - Nor'Wester Hotel,2080 Highway 61,Thunder Bay,ON,P7J 1B8,48.316269,-89.359761,J1772,Non-Networked,E,2017-02-01
City of Brampton - Civic Centre,185 Clark Blvd,Brampton,ON,L6T 4G6,43.705877,-79.724262,J1772,Non-Networked,E,2015-03-01
Canadian Tire,459 Welland Ave,St. Catharines,ON,L2M 6P3,43.174539,-79.216334,J1772,Non-Networked,E,2014-04-15
Hotel Sommet des Neiges,150 Ch au Pied-de-la-Montagne,Mont-Tremblant,QC,J8E 3M2,46.210902,-74.581843,J1772,Non-Networked,E,2015-07-15
Hotel Port-Royal,144 rue Saint-Pierre,Québec City,QC,G1K 8N8,46.81649,-71.2031,J1772,Non-Networked,T,2015-10-20
Hopital General Juif,3755 Ch de la Cote-Sainte-Catherine,Montreal,QC,H3T 1E2,45.497712,-73.628336,J1772,Non-Networked,E,2016-08-15
Comfort Inn,20 Samnah Cres,Ingersoll,ON,N5C 3J7,43.015685,-80.876688,J1772,Non-Networked,E,2014-10-15
Hotel Montfort Nicolet,1141 rue Saint-Jean-Baptiste,Nicolet,QC,J3T 1W4,46.234117,-72.633154,J1772,Non-Networked,E,2013-08-15
Independent Grocers Alliance,465 Av Bethany,Lachute,QC,J8H 4H3,45.64161,-74.32741,J1772,Non-Networked,E,2015-02-15
Crabby Joe's,58 Main St N,Exeter,ON,N0M 1S3,43.35791,-81.482192,J1772,Non-Networked,E,2017-01-31
IKEA,586 Ch de Touraine,Boucherville,QC,J4B 5E4,45.57264371872511,-73.4011341534424,J1772,Non-Networked,E,2015-03-15
Diffraction Limited,59 Grenfell Cres,Ottawa,ON,K2G 0G3,45.320851,-75.722363,J1772,Non-Networked,E,2013-02-01
Euro Parts,39822 Belgrave Rd,Belgrave,ON,N0G 1E0,43.821246,-81.376017,J1772,Non-Networked,E,2014-04-15
Manoir Mauvide-Genest,4818 Chemin Royal,Saint-Jean-de-l'Île-d'Orléans,QC,G0A 3W0,46.91469730780948,-70.9021718610993,J1772,Non-Networked,E,2017-02-01
Marcel Dionne et Fils Club Piscine,905 rue de Lausanne,Rimouski,QC,G5L 8Y9,48.412116,-68.572969,J1772,Non-Networked,T,2015-09-15
Motos Illimitees,3250 boul. des Entreprises,Terrebonne,QC,J6X 4J8,45.724313,-73.690931,J1772,Non-Networked,E,2016-07-15
Municipal Garage,515 Route Des Pretres,St-Pierre,QC,G0A 4E0,46.8890041607351,-71.07028344907383,J1772,Non-Networked,E,2016-05-14
Metro Plus Fournier,850 boul. Thibeau,Trois-Rivières,QC,G8T 7A6,46.38749517027408,-72.55288503704833,J1772,Non-Networked,E,2017-07-15
Town of Hanover - Heritage Square Park,358 10th St,Hanover,ON,N4N 1P5,44.150027,-81.016822,J1772,ChargePoint Network,E,2014-05-21
Petro-Canada,249 Côte Joyeuse,St-Raymond,QC,G3L 4A8,46.883383,-71.834105,J1772,Non-Networked,T,2017-03-28
Pneus Ratte Limoilou,103 3e Ave,Quebec,QC,G1L 2V3,46.820527,-71.224794,J1772,Non-Networked,E,2014-03-15
Promenade Papineau,5490 rue de la Gare,Lac Megantic,QC,G6B 2H1,45.57587375275043,-70.87964258993532,J1772,Non-Networked,E,2017-02-01
Harbour House Hotel,85 Melville St,Niagara-On-The-Lake,ON,L0S 1J0,43.255276,-79.064583,J1772,Non-Networked,E,2017-02-01
Highland Ford,68 Great Northern Rd,Sault Ste. Marie,ON,P6B 4Y8,46.526649,-84.31941,J1772,Non-Networked,E,2012-02-01
Homewood Suites by Hilton,45 Benjamin Rd,St. Jacobs,ON,N2V 0C6,43.507344,-80.552876,J1772,Non-Networked,E,2014-07-15
Surgenor Gatineau Chevrolet Cadillac,950 boul. Saint-Joseph,Gatineau,QC,J8Z 1S9,45.466558,-75.737677,J1772,FLO,E,2016-04-13
IKEA,2685 Iris St,Ottawa,ON,K2C 3S4,45.349861,-75.785074,"CHADEMO, J1772COMBO",Non-Networked,E,2017-02-15
Le Georgesville,300 118e rue,St-Georges,QC,G5Y 3E3,46.121958,-70.670589,J1772,Non-Networked,E,2018-03-15
Bear Street Parkade,128 Bear St,Banff,AB,T1L 1A1,51.175795,-115.572164,J1772,Non-Networked,E,2014-06-16
Ann & Samuel Sterne Municipal Parking Lot,7 Timothy St,Bolton,ON,L7E 1B9,43.88003,-79.739188,J1772,Non-Networked,E,2015-02-01
"Stationnement de courtoisie, Ville d'Amos",81 boul. Mercier,Amos,QC,J9T 2N8,48.571598,-78.121816,J1772,Non-Networked,E,2017-02-01
Église Saint-Jean,14 rue de l'Église,St-Jean-de-l'Île-d'Orléans,QC,G0A 3W0,46.92043814538772,-70.88956579762271,J1772,Non-Networked,E,2017-02-01
Restaurant Grec Baie-Jolie,9151 rue Notre Dame O,Trois-Rivières,QC,G9B 6T2,46.29517226187978,-72.61875298280336,J1772,Non-Networked,E,2012-04-15
Assiniboine Park Zoo,2595 Roblin Blvd,Winnipeg,MB,R3R 2N7,49.86794606259267,-97.2409946069285,J1772,Non-Networked,E,2013-06-01
CAA Manitoba,220 Dawson Rd,Winnipeg,MB,R2J 0S7,49.88760279461333,-97.09085191268919,J1772,Non-Networked,E,2013-01-15
Comfort Inn,925 Middleton Ave,Brandon,MB,R7C 1A8,49.887652,-99.949517,J1772,Non-Networked,E,2016-01-01
Days Inn,395 Boundary Trail,Winkler,MB,R6W 4B1,49.19354,-97.937771,J1772,Non-Networked,E,2015-02-01
Edgewater Recreation,46 Pine St,Pine Falls,MB,R0E 1M0,50.5674124,-96.2169578,J1772,Non-Networked,E,2015-03-01
St. Christopher's Hotel,146 Caribou Rd,Channel-Port Aux Basques,NL,A0M 1C0,47.576314,-59.142281,J1772,Non-Networked,E,2014-09-15
SW Energy,9 Myers Ave,Clarenville,NL,A5A 1T5,48.163983,-53.990245,J1772,Non-Networked,E,2013-01-01
Hickman Chevrolet Buick GMC,16 Shoal Harbour Dr,Clarenville,NL,A5A 2C4,48.1694388752588,-53.98554774736021,J1772,Non-Networked,E,2021-03-01
Hickman Chevrolet Cadillac,85 Kenmount Rd,St. John's,NL,A1B 3R1,47.55658,-52.759686,J1772,Non-Networked,E,2013-04-16
Hickman Motors GM,201 Airport Blvd,Gander,NL,A1V 1L5,48.956628,-54.607177,J1772,Non-Networked,E,2012-01-01
Mount Pearl Wellness Centre,835 Topsail Rd,Mt. Pearl,NL,A1N 3J6,47.523596,-52.79067,J1772,Non-Networked,E,2014-06-01
Woodward Auto Group,9A Trans Canada Hwy,Deer Lake,NL,A8A 2E5,49.189317,-57.426532,J1772,Non-Networked,E,2013-01-01
Riverfront Chalets & Rafting,Trans Canada Hwy,Grand Falls-Windsor,NL,A2A 2K2,48.95050552395728,-55.91247784054566,J1772,Non-Networked,E,2014-01-06
Riverside Kwick-Way Convenience Store,72 High St,Grand Falls-Windsor,NL,A2A 1C6,48.927566,-55.655826,J1772,Non-Networked,E,2016-10-01
Around the Sea Rotating Suites & Tours,130 Lantern Hill Dr,North Rustico,PE,C0A 1X0,46.460819,-63.298689,J1772,Non-Networked,E,2014-08-01
Credit Union Place,511 Notre Dame St,Summerside,PE,C1N 1T2,46.39755,-63.800923,J1772,Non-Networked,E,2012-07-04
Holland College,98 Water St,Summerside,PE,C1N 4N6,46.390247,-63.782974,J1772,Non-Networked,T,2014-04-01
Inn On The Harbour,3 Hillsborough St,Charlottetown,PE,C1A 4V7,46.234931,-63.120571,J1772,Non-Networked,E,2014-01-01
Aurora Community Centre,1 Community Centre Ln,Aurora,ON,L4G 7B1,44.003984,-79.471971,J1772,Non-Networked,E,2013-10-15
Kool Breeze Farms Garden Centre,231 Read Dr,Summerside,PE,C1N 5B1,46.394687,-63.74158,J1772,Non-Networked,E,2015-06-01
Prince Edward Island Preserve Co,2841 New Glasgow Rd,New Glasgow,PE,C0A 1N0,46.40903,-63.348014,J1772,Non-Networked,E,2013-08-01
Rossignol Winery,11147 Shore Rd,Little Sands,PE,C0A 1W0,45.966686,-62.632453,J1772,Non-Networked,E,2017-05-01
Summerside City Hall,275 Fitzroy St,Summerside,PE,C1N 1H9,46.393032,-63.790596,J1772,Non-Networked,E,2015-06-01
Dave Hitchcock Chevrolet,224 Talbot St N,Essex,ON,N8M 2C8,42.17917,-82.827886,J1772,Non-Networked,E,2013-01-15
The Bottle Houses,6891 Route 11,Cape Egmont,PE,C0B 2E0,46.402187,-64.101539,J1772,Non-Networked,E,2017-05-15
The Quality Inn,618 Water St E,Summerside,PE,C1N 4H7,46.393747,-63.769318,J1772,Non-Networked,E,2014-08-30
Town of Stratford,32 Stratford Rd,Stratford,PE,C1B 1T5,46.226559,-63.102848,J1772,Non-Networked,E,2018-03-15
Best Western Plus - Parkway Inn,1515 Vincent Massey Dr,Cornwall,ON,K6H 5R6,45.03139530855641,-74.7569723154831,J1772,Non-Networked,E,2011-01-15
Boulevard Chevrolet Buick GMC Cadillac,374 Montee Industrielle-et-Commerciale,Rimouski,QC,G5L 7C5,48.457449,-68.495154,"J1772, J1772COMBO",Non-Networked,E,2015-02-15
Township Chevrolet Buick GMC,34 Water St,Summerside,PE,C1N 4T8,46.391639,-63.775791,J1772,Non-Networked,E,2015-01-01
Best Western - St. Catharines Hotel & Conference Centre,2 N Service Rd,St. Catharines,ON,L2N 4G9,43.177755,-79.249205,J1772,Non-Networked,E,2014-06-15
Island Stone Pub,62 Broadway N,Kensington,PE,C0B 1M0,46.438121,-63.638389,J1772,Non-Networked,E,2013-03-15
Wilmot Community Centre,110 Gillespie Ave,Summerside,PE,C1N 4P5,46.398349,-63.763145,J1772,Non-Networked,E,2017-01-01
Best Western - Stoneridge Inn,6675 Burtwistle Ln,London,ON,N6L 1H5,42.8507,-81.2759,J1772,Non-Networked,E,2017-02-27
Edmond Financial Group,420 Academy Rd,Winnipeg,MB,R3N 0B9,49.873633,-97.184722,J1772,Non-Networked,E,2017-02-01
Best Western - The Royal Oak Inn,35 Hart Dr,Barrie,ON,L4N 5M3,44.380421,-79.708125,J1772,Non-Networked,E,2014-09-15
Centre de santé et de services sociaux (CISS) - Rouyn-Noranda,4 9e rue,Rouyn-Noranda,QC,J9X 2B2,48.243479,-79.020185,J1772,Non-Networked,E,2015-02-01
Fort Whyte Alive,1961 McCreary Rd,Winnipeg,MB,R3P 2K9,49.819268,-97.233849,J1772,Non-Networked,E,2014-01-01
Hilton Winnipeg Airport Suites,1800 Wellington Ave,Winnipeg,MB,R3H 1B2,49.901496,-97.209306,J1772,Non-Networked,E,2017-02-01
Camping de Carleton-sur-Mer,319 Av du Phare,Carleton,QC,G0C 1J0,48.09256016759743,-66.10014473066298,J1772,Non-Networked,E,2016-07-01
Centre Boucles d'Amours,234 boul. Tache E,Montmagny,QC,G5V 1C2,46.984874,-70.549737,J1772,Non-Networked,E,2017-05-15
Gus Revenberg Chevrolet Buick GMC,10150 Tecumseh Rd E,Tecumseh,ON,N8R 1A2,42.314019,-82.916044,J1772COMBO,Non-Networked,E,2013-08-15
Garage Travaux Publics,725 Ave Lord,Rouyn-Noranda,QC,J9X 7A6,48.223764,-79.023459,J1772,Non-Networked,E,2019-12-01
Tru-Nor Truck Centre,1035 Falconbridge Rd,Sudbury,ON,P3A 4M9,46.520264,-80.92157,TESLA,Non-Networked,E,2015-06-15
Island Lake Conservation Area,673067 Hurontario St S,Orangeville,ON,L9W 2Y9,43.93410992348289,-80.08043854226685,J1772,Non-Networked,E,2015-02-01
Jim Wilson Chevrolet Buick GMC,20 Mulcahy Ct,Orillia,ON,L3V 8B3,44.608581,-79.447177,J1772,Non-Networked,E,2010-06-01
Leo Mol Sculpture Garden,460 Assinboine Park Dr,Winnipeg,MB,R3P 2N7,49.874316,-97.240203,J1772,Non-Networked,E,2017-02-01
Kemptville Bowling Lanes,291 County Rd 44,Kemptville,ON,K0G 1J0,45.02272,-75.653418,J1772,Non-Networked,E,2014-06-15
Mere Hotel,333 Waterfront Dr,Winnipeg,MB,R3B 0V1,49.898877,-97.132294,J1772,Non-Networked,T,2013-12-15
Murray Chevrolet,1700 Waverley St,Winnipeg,MB,R3T 5V7,49.814858,-97.17817,J1772,Non-Networked,E,2012-03-15
La Place Rendez-Vous,1201 Idylwild Dr,Fort Frances,ON,P9A 3M3,48.617818,-93.358859,J1772,Non-Networked,E,2015-01-01
Hopital de Baie-Saint-Paul,74 rue Ambroise Fafard,Baie St-Paul,QC,G3Z 2J6,47.43938747364722,-70.51046832806395,J1772,Non-Networked,E,2016-04-16
Hôpital de La Malbaie,303 rue Saint-Etienne,La Malbaie,QC,G5A 1T1,47.655761,-70.15208,J1772,Non-Networked,E,2017-02-01
La Primavera Hospitality & Convention Centre,77 Woodstream Blvd,Vaughan,ON,L4L 7Y6,43.774905,-79.60358,J1772,Non-Networked,T,2017-02-01
Ken Knapp Ford,390 Talbot Rd N,Essex,ON,N8M 2X5,42.183564,-82.83277,J1772,Non-Networked,E,2016-12-01
Lake Shore Motors,1155 Government Rd,West Kirkland Lake,ON,P2N 3K4,48.131962,-80.067984,J1772,Non-Networked,P,
Super 8,1457 Main St S,Dauphin,MB,R7N 3B3,51.135161,-100.064789,J1772,Non-Networked,E,2014-09-15
Super 8,115 Kelsey Trail,Swan River,MB,R0L 1Z0,52.1082317772598,-101.2499812944428,J1772,Non-Networked,E,2014-09-15
Laura Secord Homestead,29 Partition St,Queenston,ON,L0S 1L0,43.16418,-79.055564,J1772,Non-Networked,E,2011-04-01
LCBO,74 Thickson Rd S,Whitby,ON,L1N 7T2,43.883827,-78.912441,J1772,Non-Networked,E,2017-02-01
Robert's Farm Equipment,83145 Brussels Line,Walton,ON,N0K 1Z0,43.683924,-81.298541,J1772,Non-Networked,E,2014-03-15
Caisse Desjardins,308 4e Av Painchaud,La Pocatiere,QC,G0R 1Z0,47.367982,-70.038639,J1772,Non-Networked,E,2015-07-15
Microtel Inn & Suites,17 rue Industriel,Casselman,ON,K0A 1M0,45.30592714790124,-75.07934774603274,J1772,Non-Networked,E,2017-02-01
Middlesex Centre Wellness & Recreation Complex,1 Tunks Ln,Komoka,ON,N0L 1R0,42.951445,-81.422658,J1772,Non-Networked,E,2013-07-15
Middlesex County Public Library,147 Main St,Ailsa Craig,ON,N0M 1A0,43.165198,-81.851981,J1772,Non-Networked,E,2016-01-01
Mitchell Cycle,4131 164 Rd,Mitchell,ON,N0K 1N0,43.478407,-81.189249,J1772,Non-Networked,E,2012-05-15
Old Fort Erie,350 Lakeshore Rd,Fort Erie,ON,L2A 1B1,42.8938929,-78.9232708,J1772,Non-Networked,E,2011-04-01
Gouvernement Canada,10 rue Wellington,Gatineau,QC,J8X 2L3,45.42583347756645,-75.72203282670594,J1772,Non-Networked,E,2020-11-24
Centre Jeunesse de l'Estrie,6435 rue Notre-Dame,Lac-Megantic,QC,G6B 2M9,45.570655,-70.874889,J1772,Non-Networked,E,2017-01-15
Gouvernement Canada,11 rue Laurier,Gatineau,QC,J8X 4A6,45.425395,-75.713094,J1772,Non-Networked,E,2020-11-24
Centre Local de Services Communautaires de Saint-Jean Port-Joli,430 rue Jean-Leclerc,St-Jean-Port-Joli,QC,G0R 3G0,47.209394,-70.256952,J1772,Non-Networked,E,2015-03-15
Centre Integre de Sante et de Services Sociaux de Chaudiere-Appalaches,851 Avenue Sainte-Therese,St-Joseph-de-Beauce,QC,G0S 2V0,46.307753,-70.878615,J1772,Non-Networked,E,2014-05-15
Mr. Janitorial Supplies,1125 Kerrisdale Blvd,Newmarket,ON,L3Y 8W1,44.078672,-79.432768,"J1772, TESLA",Non-Networked,E,2016-03-15
Gouvernement Canada,140 Prom. du Portage,Gatineau,QC,J8X 4B6,45.42555,-75.716083,J1772,Non-Networked,E,2020-11-24
Gouvernement Canada,165 rue de l'Hotel-de-Ville,Gatineau,QC,J8X 2C6,45.427661,-75.712974,J1772,Non-Networked,E,2017-02-01
Paul Sadlon Motors Inc,550 Bayfield St,Barrie,ON,L4M 5A2,44.41605,-79.713953,J1772,Non-Networked,E,2006-09-15
Best Western Plus - Leamington Hotel & Conference Centre,566 Bevel Ln Rd,Leamington,ON,N8H 3V4,42.014941,-82.570747,J1772,Non-Networked,E,2015-04-15
Performance Kia,1150 Central Ave,Thunder Bay,ON,P7B 7B4,48.409106,-89.246764,TESLA,Non-Networked,P,2024-07-23
Petro-Canada,3305 Dorchester Rd,Dorchester,ON,N0L 1G0,42.95611,-81.061756,"CHADEMO, J1772, J1772COMBO",PETROCAN,E,2015-09-15
Pub St-Alex,652 Route 289,St-Alexandre,QC,G0L 2G0,47.680968,-69.620658,J1772,Non-Networked,E,2014-02-15
Petro-Canada,1586 Centennial Dr,Kingston,ON,K7P 0C7,44.280454,-76.570333,"CHADEMO, J1772, J1772COMBO",PETROCAN,E,2015-03-15
Petro-Canada,638 County Rd 41,Napanee,ON,K7R 3L2,44.268417,-76.967826,"CHADEMO, J1772, J1772COMBO",PETROCAN,E,2016-06-15
Petro-Canada,235 Steeles Ave E,Milton,ON,L9T 1Y2,43.52206,-79.893905,"CHADEMO, J1772, J1772COMBO",PETROCAN,E,2016-11-02
Motel de la Montagne,169 rue Varin,St-Pascal,QC,G0L 3Y0,47.533623,-69.820806,J1772,Non-Networked,E,2014-08-15
Motel de la Montagne,169 rue Varin,St-Pascal,QC,G0L 3Y0,47.533623,-69.820806,J1772,Non-Networked,E,2014-08-15
Provigo Alimentation Louis Grenier Inc,501 Ave Patry,St-Pascal,QC,G0L 3Y0,47.530414,-69.810727,J1772,Non-Networked,E,2014-12-15
Quality Inn & Conference Centre,390 Elgin St S,Sudbury,ON,P3B 1B1,46.4866,-80.9885,J1772,Sun Country Highway,E,2012-07-15
Queenston Chevrolet,282 Centennial Pkwy N,Hamilton,ON,L8E 2X4,43.238827,-79.759173,J1772,Non-Networked,E,2019-01-01
Quetico Inn,310 Mackenzie Ave E,Atikokan,ON,P0T 1C0,48.756038,-91.618138,J1772,Non-Networked,E,2017-02-01
Reaume Chevrolet Buick GMC,500 Front Rd,Windsor,ON,N9J 1Z9,42.241722,-83.102857,"CHADEMO, J1772COMBO",FLO,E,2013-01-15
Red Dog Inn,1120 Trans-Canada Highway 17,Terrace Bay,ON,P0T 2W0,48.783132,-87.097191,J1772,Non-Networked,E,2015-03-27
Green Sun Rising Inc.,1680 Kildare Rd,Windsor,ON,N8W 2W6,42.305572,-83.001366,J1772,Non-Networked,E,2021-03-30
Riotel Bonaventure,98 Av de Port-Royal,Bonaventure,QC,G0C 1E0,48.04459500000002,-65.49283571163937,J1772,Non-Networked,E,2017-02-28
Sept-Iles Nissan,115 rue Monseigneur-Blanche,Sept-Iles,QC,G4R 3G6,50.205315,-66.368808,J1772,Non-Networked,E,2012-08-15
Science North,100 Ramsey Lake Rd,Sudbury,ON,P3E 5S9,46.4707,-80.9962,J1772,Non-Networked,E,2014-04-15
Seaway Mall,800 Niagara St,Welland,ON,L3C 5Z4,43.015427,-79.248201,J1772,Non-Networked,E,2015-11-15
Societe Immobiliere GP,287 rue Pierre-Saindon,Rimouski,QC,G5L 9A7,48.444931,-68.524215,J1772,Non-Networked,E,2015-03-15
Town of Carberry,122 Main St,Carberry,MB,R0K 0H0,49.868028,-99.358946,J1772,Non-Networked,E,2013-02-01
C.P.R. Historic Centre,487 6th Ave S,Virden,MB,R0M 2C0,49.850303,-100.929206,J1772,Non-Networked,E,2010-02-01
Vickar Nissan,1424 Regent Ave W,Winnipeg,MB,R2C 3A8,49.894925,-97.044407,J1772,Non-Networked,E,2011-06-15
Visions Kitchen Showcase,1249 C Gateway Rd,Winnipeg,MB,R2G 1G5,49.932628,-97.065232,J1772,Non-Networked,E,2013-06-15
Waverley Mitsubishi,300-1717 Waverley St,Winnipeg,MB,R3T 6A9,49.81491,-97.178734,J1772,Non-Networked,E,2013-08-15
Niagara Parks Commission,7400 Portage Rd,Niagara,ON,L2E 6T2,43.06936732044825,-79.07732137434385,J1772,Non-Networked,E,2011-04-01
La Coop St-Pamphile,35 rue Principale,St-Pamphile,QC,G0R 3X0,46.960741,-69.779893,J1772,Non-Networked,E,2016-07-15
St. Lawrence College,2288 Parkedale Ave,Brockville,ON,K6V 5X3,44.607186,-75.695287,J1772,Non-Networked,E,2014-06-15
Entegrus Inc,135 Edward St,St. Thomas,ON,N5P 4A8,42.785294,-81.170404,J1772,Non-Networked,E,2013-03-15
Stone Road Mall,435 Stone Rd W,Guelph,ON,N1G 2X6,43.51902,-80.236575,J1772,Non-Networked,T,2007-02-01
L’Auberge Motel Cap Martin,93 Rte 132 O,Sainte-Anne-de-la-Pocatière,QC,G0R 1Z0,47.35192,-70.07198,J1772,Non-Networked,E,2013-11-15
Taps on Queen Brewhouse & Grill,4680 Queen St,Niagara Falls,ON,L2E 2L8,43.106472,-79.07088,J1772,Non-Networked,T,2013-04-01
Stratford-Perth Museum,4275 Huron St,Stratford,ON,N5A 6S6,43.3844692,-81.0128508,J1772,Non-Networked,E,2015-07-15
Guillevin International,140 boul. Industriel,Rouyn-Noranda,QC,J9X 6T3,48.22087,-79.021661,J1772,Non-Networked,E,2016-03-01
The Charles Inn,209 Queen St,Niagara-On-The-Lake,ON,L0S 1J0,43.258242,-79.07721,J1772,Non-Networked,E,2015-05-15
The Old Mill,82790 London Rd,Blyth,ON,N0M 1H0,43.72611724038125,-81.44709250527956,J1772,Non-Networked,E,2013-04-15
Street Parking,1 Chemin du Quai,St-Jean-de-l'Île-d'Orléans,QC,G0A 3W0,46.916467,-70.896742,J1772,Non-Networked,T,2017-02-01
Tim Horton's,1098 Thompson Rd,Milton,ON,L9T 2X5,43.506226,-79.838195,J1772,Non-Networked,T,2013-03-15
