Station Name,Street Address,City,State,Zip,Latitude,Longitude,EV Connector Types,EV Network,Status,Open Date
Comfort Hotel-DCFC,5700 Stanley Avenue,Niagara Falls,ON,L2G3X5,43.09247,-79.08459,"CHADEMO, J1772COMBO",OpConnect,E,2021-08-27
Dugald Morrison,5755 Mountain View Blvd,Delta,BC,V4K 3E1,49.084305,-123.06185,J1772,FLO,E,2021-08-28
Tesla - 13685 - Salmon Arm BC,2701 11 Ave NE,Salmon Arm,BC,V1E 2S3,50.708013,-119.253815,"CHADEMO, J1772COMBO",FLO,E,2021-09-02
Fresk,380 de la Couronne,Québec,QC,G1K 0G5,46.814522,-71.225061,J1772,FLO,E,2021-09-04
Summerside - Street Parking Heather Moyse Drive,246 Heather Moyse Drive,Summerside,PE,C1N 5Y8,46.389794,-63.790775,J1772,FLO,E,2021-09-08
Northwinds by Basecampe,301 Wright St.,Revelstoke,BC,V0E 2S0,51.007384,-118.213075,J1772,FLO,E,2021-09-09
Ville de Ste-Julie - Batiment B,320 rue Murano,Ste-Julie,QC,J3E 0C6,45.584057,-73.322145,J1772,FLO,E,2021-09-10
Bâtiment Commercial St-Georges,10405 Boul. Lacroix,St-Georges,QC,G5Y 1K2,46.127896,-70.685213,J1772,FLO,E,2021-09-10
Mercedes-Benz Moncton,1200 Aviation Avenue,Dieppe,NB,E1A 9A3,46.125098,-64.677833,J1772,FLO,E,2021-09-14
7 INNOVATION HTC 3,7 Innovation Dr,Hamilton,ON,L9H 7H9,43.310094,-79.917739,J1772,ChargePoint Network,E,2021-09-15
7 INNOVATION HTC 2,7 Innovation Dr,Hamilton,ON,L9H 7H9,43.310067,-79.917758,J1772,ChargePoint Network,E,2021-09-15
7 INNOVATION HTC 1,7 Innovation Dr,Hamilton,ON,L9H 7H9,43.310067,-79.91775,J1772,ChargePoint Network,E,2021-09-15
IKEA 372 VAUGHN CX1,200 Interchange Way,Vaughan,ON,L4K 5C3,43.787201,-79.530264,J1772,ChargePoint Network,E,2021-09-15
CL RBC 2,286 York St,London,ON,N6B 1P8,42.983382,-81.242847,J1772,ChargePoint Network,E,2021-09-15
EVCO STRONACH 1,1221 Sandford St,London,ON,N5V 2J8,43.02064,-81.205202,J1772,ChargePoint Network,E,2021-09-15
CL BYRON LIBRARY,1295 Commissioners Rd W,London,ON,N6K 1C9,42.960719,-81.334411,J1772,ChargePoint Network,E,2021-09-15
IKEA 004 OTTAWA CX3,2685 Iris St,Ottawa,ON,K2C 3S4,45.350636,-75.78456,J1772,ChargePoint Network,E,2021-09-15
IKEA 004 OTTAWA CX4,2685 Iris St,Ottawa,ON,K2C 3S4,45.350636,-75.78457,J1772,ChargePoint Network,E,2021-09-15
Portage West Apartments 1,101 Island Highway,Victoria,BC,V9B 1E8,48.451186,-123.424363,J1772,FLO,E,2021-09-16
CSP - Secondaire De Mortagne,955 Bd de Montarville,Boucherville,QC,J4B 1Z6,45.593628,-73.437012,J1772,FLO,E,2021-09-17
Comox Valley Hyundai,555 Silverdale Cres,Courtenay,BC,V9N 9W1,49.714414,-124.961816,J1772,FLO,E,2021-09-17
Mercedes-Benz St-John's,211 Kenmount Road,St. John's,NL,A1B 4J8,47.553,-52.77131,J1772,FLO,E,2021-09-21
SQI - Poste SQ de Ville-Marie,22 rue Notre-Dame-de-Lourdes,Ville-Marie,QC,J9V 1Y1,47.332722,-79.439482,J1772,FLO,E,2021-09-21
efficiencyPEI - Gov Garage,355 Brackley Point Road,Brackley,PE,C1E 3C2,46.289139,-63.139889,J1772,FLO,E,2021-09-21
79 René-Lévesque Est,79 René-Lévesque Est,Québec,QC,G1R 5N5,46.80568,-71.223109,J1772,FLO,E,2021-09-21
TRIOVEST INC. STATION 4,5050 Satellite Drive,Mississauga,ON,L4W 5G2,43.65137,-79.60466,J1772,ChargePoint Network,E,2021-09-22
TRIOVEST INC. STATION 6,5050 Satellite Drive,Mississauga,ON,L4W 5G2,43.651394,-79.60451,J1772,ChargePoint Network,E,2021-09-22
TRIOVEST INC. STATION 5,5050 Satellite Drive,Mississauga,ON,L4W 5G2,43.661448,-79.607773,J1772,ChargePoint Network,E,2021-09-22
TRIOVEST INC. STATION 3,5050 Satellite Drive,Mississauga,ON,L4W 5G2,43.661261,-79.607923,J1772,ChargePoint Network,E,2021-09-22
TRIOVEST INC. STATION 1,5050 Satellite Drive,Mississauga,ON,L4W 5G2,43.65657,-79.615205,J1772,ChargePoint Network,E,2021-09-22
TRIOVEST INC. STATION 2,5050 Satellite Drive,Mississauga,ON,L4W 5G2,43.661448,-79.608019,J1772,ChargePoint Network,E,2021-09-22
Saanich Commonwealth Place (Public),4636 Elk Lake Drive,Victoria,BC,V8Z 5M1,48.501537,-123.388674,J1772,FLO,E,2021-09-22
Granby - York,215 Montcalm,Granby,QC,J2G 5C2,45.406984,-72.723736,J1772,FLO,E,2021-09-22
CEGEP de Thetford,671 Boulevard Frontenac O,Thetford Mines,QC,G6G 1N1,46.098962,-71.322027,J1772,FLO,E,2021-09-23
111 DUNSMUIR 111 DUNSMUIR,111 Dunsmuir St,Vancouver,BC,V6B 2N7,49.280516,-123.110721,J1772,ChargePoint Network,E,2021-09-24
Mascouche - BSR (SBDRMK-00283),"2925, rue Dupras",Mascouche,QC,J7K 1T3,45.74816,-73.604229,J1772,FLO,E,2021-09-24
AmbuEnergy Office - Private Use,4-465 Milner Ave.,Toronto,ON,M1B 2K4,43.79137,-79.22747,J1772,OpConnect,E,2021-09-24
OAKVILLE EV TOWN2101,1225 Trafalgar Road @ White Oaks Blvd.,Oakville,ON,L6H 0H3,43.466686,-79.689995,J1772,ChargePoint Network,E,2021-09-25
OAKVILLE EV TOWN2102,1225 Trafalgar Rd,Oakville,ON,L6H 0H3,43.466731,-79.690053,J1772,ChargePoint Network,E,2021-09-28
Pano - 54 Bridge St,54 Bridge Street West,Kitchener,ON,N2K 0G4,43.48391,-80.485066,J1772,FLO,E,2021-09-28
Strathmore,109 - 900 Pine Road,Strathmore,AB,T1P 0A2,51.03609,-113.38955,"CHADEMO, J1772, J1772COMBO",FLO,E,2021-09-29
Complexe Santé Donnacona,499 Route 138,Donnacona,QC,G3M 0A9,46.681579,-71.719308,J1772,FLO,E,2021-09-29
Complexe Santé Côte-de-Beaupré,9745 Boulevard Sainte-Anne,Sainte-Anne-de-Beaupré,QC,G0A 3C0,47.020969,-70.932779,J1772,FLO,T,2021-09-29
FortisBC - Kootenay Bay,BC-3A & Pilot Bay Road,Kootenay Bay,BC,V0B 1X0,49.675201,-116.8719,"CHADEMO, J1772COMBO",FLO,E,2021-09-30
Tesla - 12129 - Quesnel BC,775 Rita road,Quesnel,BC,V2J 0C2,52.96713,-122.4413,"CHADEMO, J1772COMBO",FLO,E,2021-09-30
Gofer1 Inv/Sign,109-1st Ave W,Leader,SK,S0N 1H0,50.885868,-109.542625,J1772,FLO,E,2021-10-01
T.A. - 2601 William-Tremblay,2601 rue William-Tremblay,Montréal,QC,H1Y 0E2,45.542371,-73.564992,J1772,FLO,E,2021-10-01
Le Phare du Nord,210B-4 Rue de l'Église,Notre-Dame-du-Nord,QC,J0Z 3B0,47.592442,-79.485165,J1772,FLO,E,2021-10-01
MAPAQ - ITA Saint-Hyacinthe - Public,3230 rue Sicotte,St-Hyacinthe,QC,J2S 2M2,45.618329,-72.965568,J1772,FLO,E,2021-10-02
Kirkland - Complexe sportif,16950 Hymus,Kirkland,QC,H9H 3W7,45.449059,-73.849855,J1772,FLO,E,2021-10-02
Kirkland - Bibliothèque,17100 Hymus,Kirkland,QC,H9J 3Y8,45.448301,-73.858019,J1772,FLO,E,2021-10-02
Keswick,24270 Woodbine Ave.,Keswick,ON,L4P 3E9,44.235548,-79.450049,"CHADEMO, J1772, J1772COMBO",FLO,E,2021-10-02
Orillia,1017 Brodie Drive,Orillia,ON,L3V 7X6,44.630791,-79.436327,"CHADEMO, J1772, J1772COMBO",FLO,E,2021-10-02
Belvedere du Lac - parking,301 Rue du Sanatorium,Lac-Etchemin,QC,G0R 1S0,46.399568,-70.501468,J1772,FLO,E,2021-10-03
NEWPORT MAIN NEWPORT1,3490 Main St,Vancouver,BC,V5V 3N2,49.25397,-123.100384,J1772,ChargePoint Network,E,2021-10-04
Place Fortier,4756 Boul Bourque,Sherbrooke,QC,J1N 2A7,45.37338,-71.984043,J1772,FLO,E,2021-10-05
Ottawa - Blackburn Arena,200 Glen Park Drive,Ottawa,ON,K1B 5A3,45.42992,-75.563181,J1772,FLO,E,2021-10-05
Rainbow Ford Sales,4312 42 ave,Rocky Mountain House,AB,T4T 1A9,52.364359,-114.906207,J1772,FLO,E,2021-10-06
PORTMOODY DC250-RECCENTRE,321 Ioco Rd,Port Moody,BC,V3H,49.28387,-122.83098,"CHADEMO, J1772COMBO",ChargePoint Network,E,2021-10-07
SMART PARKING CHARGEPOINT W,1 Bass Pro Mills Dr,Vaughan,ON,L4K 2M9,43.82461,-79.534107,J1772,ChargePoint Network,T,2021-10-08
UQTR P2 BORNE DROITE,3351 Boulevard des Forges,Trois-Rivières,QC,G9A 5H7,46.346656,-72.576099,J1772,ChargePoint Network,E,2021-10-08
UQTR P13 - 1 GAUCHE,3351 boulevard des Forges,Trois-Rivières,QC,G8Z 4G5,46.346825,-72.577877,J1772,ChargePoint Network,E,2021-10-08
UQTR P13 - 2 DROITE,3351 boulevard des Forges,Trois-Rivières,QC,G8Z 4G5,46.34674,-72.577861,J1772,ChargePoint Network,E,2021-10-08
SÉPAQ - Station touristique Duchesnay - Auberge,140 montée de l'Auberge,Sainte-Catherine-de-la-Jacques-Cartier,QC,G3N 2Y6,46.870249,-71.639946,J1772,FLO,E,2021-10-08
SQI - Maison Enseignement Saguenay,202 rue Jacques Cartier,Chicoutimi,QC,G7H 6R8,48.42619,-71.0614,J1772,FLO,E,2021-10-08
OAKVILLE EV JCCC2101,1663 North Service Rd E,Oakville,ON,L6H 7T1,43.492016,-79.676575,J1772,ChargePoint Network,E,2021-10-09
Calgary - Sirocco Park and Ride,1818 Signature Park SW,Calgary,AB,T3H 4Z1,51.037741,-114.1668,J1772,FLO,E,2021-10-09
Calgary - Brentwood Park and Ride,3211 Research Rd NW,Calgary,AB,T2L 2A7,51.085895,-114.132015,J1772,FLO,E,2021-10-09
Calgary - Chinook Park and Ride,6410 1a St SW,Calgary,AB,T2S 0J2,50.997181,-114.066992,J1772,FLO,E,2021-10-09
City of Coquitlam - Discovery Center,3537 Princeton Ave,Coquitlam,BC,V3E 0K3,49.294796,-122.74051,J1772,FLO,E,2021-10-09
SMART PARKING CHARGEPOINT E,1 Bass Pro Mills Dr,Vaughan,ON,L4K 2M9,43.824621,-79.533877,J1772,ChargePoint Network,T,2021-10-13
Super 8 by Wyndham Revelstoke,1700 Victoria Rd. West,Revelstoke,BC,V0E 2S0,51.009038,-118.214112,J1772,FLO,E,2021-10-13
Napanee,476 Centre St N,Napanee,ON,K7R 1P8,44.26005,-76.96489,"CHADEMO, J1772, J1772COMBO",FLO,E,2021-10-13
Hawkesbury,1525 Cameron St,Hawkesbury,ON,K3A 3R3,45.59264,-74.59901,"CHADEMO, J1772, J1772COMBO",FLO,E,2021-10-13
ARBORA STATION 6,2300 Rue Émile-Bélanger,Montréal,QC,H4R 3J4,45.501714,-73.722352,J1772,ChargePoint Network,E,2021-10-15
ARBORA STATION 8,305 Rue de la Montagne,Montréal,QC,H3C 0R6,45.492355,-73.56234,J1772,ChargePoint Network,E,2021-10-15
UWO MAIN CAMPUS WSRC,1255 Western Rd,London,ON,N6G 1H2,43.003522,-81.276064,J1772,ChargePoint Network,E,2021-10-15
Desjardins - 6300 Guillaume-Couture,6300 boul. Guillaume-Couture,Lévis,QC,G6V 6P9,46.803281,-71.16607,J1772,FLO,E,2021-10-15
Desjardins - 200 Commandeur,200 rue des Commandeurs,Lévis,QC,G6V 8M6,46.803951,-71.16851,J1772,FLO,E,2021-10-15
Boucherville,1 boulevard de Mortagne,Boucherville,QC,J4B 5K5,45.569736,-73.450936,J1772,FLO,E,2021-10-15
Desjardins - 100 Commandeur,100 rue des Commandeurs,Lévis,QC,G6V 8Z7,46.800874,-71.17015,J1772,FLO,E,2021-10-15
Quebec,425 rue Jacques-Parizeau,Québec,QC,G1R 4Z1,46.805997,-71.220326,J1772,FLO,E,2021-10-15
Desjardins - 150 souterrain,150 rue des Commandeurs,Lévis,QC,G6V 6P8,46.803385,-71.16913,J1772,FLO,E,2021-10-15
Desjardins - 59 Bégin,59 avenue Bégin,Lévis,QC,G6V 4C3,46.808686,-71.181371,J1772,FLO,E,2021-10-15
Desjardins - 150-200 Visiteurs,150 des Commandeurs,Lévis,QC,G6V 6P8,46.803352,-71.169142,J1772,FLO,E,2021-10-15
Desjardins - 6500 Guillaume-Couture,6500 boulevard Guillaume-Couture,Lévis,QC,G6V 9H3,46.805842,-71.163951,J1772,FLO,E,2021-10-15
Desjardins - 6125 Wilfrid-Carrier,6125 Wilfrid-Carrier,Lévis,QC,G6V 9X9,46.790097,-71.153502,J1772,FLO,E,2021-10-15
Arnprior,245 Daniel St S,Arnprior,ON,K7S 3K6,45.426081,-76.366642,"CHADEMO, J1772, J1772COMBO",FLO,E,2021-10-15
Wallaceburg,74 McNaughton Ave,Wallaceburg,ON,N8A 1R9,42.586657,-82.38482,"CHADEMO, J1772, J1772COMBO",FLO,E,2021-10-16
Calgary - McKnight - Westwinds Park and Ride,3777 Westwinds Dr NE,Calgary,AB,T3J 3T9,51.10882,-113.974913,J1772,FLO,E,2021-10-19
Surrey City Center,13761 96th Ave,Surrey,BC,V3V 0E8,49.177175,-122.841969,J1772,FLO,E,2021-10-20
Macamic,123 2e Rue Ouest,Macamic,QC,J0Z 2S0,48.759777,-79.008143,J1772,FLO,E,2021-10-20
Rouyn-Noranda,180 Boulevard Rideau,Rouyn-Noranda,QC,J9X 1N9,48.240776,-79.034076,J1772,FLO,E,2021-10-20
SHSC PG1 - P,2075 Bayview Ave,Toronto,ON,M4N 1J7,43.72204,-79.37643,J1772,ChargePoint Network,E,2021-10-21
NBCC - Moncton Site,1234 Mountain Road,Moncton,NB,E1C 8H9,46.108353,-64.829864,J1772,eCharge Network,E,2021-10-21
NBCC - St. Andrews,99 Augustus St,Saint Andrews,NB,E5B 1J8,45.073188,-67.043252,J1772,eCharge Network,E,2021-10-21
Shediac - Stationnement rue Victoria St. P,375 Main St,Shediac,NB,E4P 2B4,46.219195,-64.541533,J1772,eCharge Network,E,2021-10-21
NBCC – Woodstock Site,100 Broadway Street,Woodstock,NB,E7M 5C5,46.148354,-67.57511,J1772,eCharge Network,E,2021-10-21
NBCC - Miramichi Site,80 University Ave,Miramichi,NB,E1N 2W8,47.024652,-65.46581,J1772,eCharge Network,E,2021-10-21
NBCC - Saint John Site,950 Grandview Ave,Saint John,NB,E2J 4C5,45.285509,-65.99292,J1772,eCharge Network,E,2021-10-21
NBCC Fredericton (Duffie Drive),26 Duffie Drive,Fredericton,NB,E3B 0R6,45.941953,-66.644228,J1772,eCharge Network,E,2021-10-21
NBCC Fredericton (Smythe St.),284 Smythe St.,Fredericton,NB,E3B 3C9,45.961385,-66.65337,J1772,eCharge Network,E,2021-10-21
STATION 1 CENTRAL CITY 2,13428-13474 Old Yale Rd,Surrey,BC,V3T,49.186331,-122.850428,J1772,ChargePoint Network,E,2021-10-22
STATION 1 STATION 4-3,13450 102 Ave,Surrey,BC,V3T 5X3,49.18724,-122.850586,J1772,ChargePoint Network,E,2021-10-22
STATION 1 STATION 1-1,13450 102 Ave,Surrey,BC,V3T 5X3,49.18722,-122.8505,J1772,ChargePoint Network,E,2021-10-22
STATION 1 STATION 1-3,13450 102 Ave,Surrey,BC,V3T 5X3,49.187202,-122.85041,J1772,ChargePoint Network,E,2021-10-22
STATION 1 STATION 2-3,13450 102 Ave,Surrey,BC,V3T 5X3,49.187146,-122.850489,J1772,ChargePoint Network,E,2021-10-22
STATION 1 STATION 2-2,13450 102 Ave,Surrey,BC,V3T 5X3,49.187263,-122.8506,J1772,ChargePoint Network,E,2021-10-22
STATION 1 STATION 4-2,10153 King George Blvd,Surrey,BC,V3T 2W1,49.18725,-122.85054,J1772,ChargePoint Network,E,2021-10-22
STATION 1 STATION 3-2,13450 102 Ave,Surrey,BC,V3T 5X3,49.187218,-122.85065,J1772,ChargePoint Network,E,2021-10-22
STATION 1 STATION 6-1,10153 King George Blvd,Surrey,BC,V3T 2W1,49.187176,-122.85038,J1772,ChargePoint Network,E,2021-10-22
STATION 1 STATION 2-1,13450 102 Ave,Surrey,BC,V3T 5X3,49.187206,-122.850555,J1772,ChargePoint Network,E,2021-10-22
STATION 1 STATION 3-3,13450 102 Ave,Surrey,BC,V3T 5X3,49.18722,-122.85053,J1772,ChargePoint Network,E,2021-10-22
STATION 1 STATION 4-1,13450 102 Ave,Surrey,BC,V3T 5X3,49.1872,-122.85058,J1772,ChargePoint Network,E,2021-10-22
STATION 1 STATION 3-1,13450 102 Ave,Surrey,BC,V3T 5X3,49.18724,-122.85059,J1772,ChargePoint Network,E,2021-10-22
STATION 1 STATION 5-2,13450 102 Ave,Surrey,BC,V3T 5X3,49.187244,-122.85039,J1772,ChargePoint Network,E,2021-10-22
STATION 1 STATION 1-2,10168 University Dr,Surrey,BC,V3T 5X3,49.18704,-122.85069,J1772,ChargePoint Network,E,2021-10-22
STATION 1 STATION 6-2,10153 King George Blvd,Surrey,BC,V3T 2W1,49.18713,-122.8505,J1772,ChargePoint Network,E,2021-10-22
STATION 1 STATION 6-3,13450 102 Ave,Surrey,BC,V3T 5X3,49.187153,-122.850464,J1772,ChargePoint Network,E,2021-10-22
STATION 1 STATION 5-1,13450 102 Ave,Surrey,BC,V3T 5X3,49.18722,-122.850235,J1772,ChargePoint Network,E,2021-10-22
STATION 1 STATION 5-3,10153 King George Blvd,Surrey,BC,V3T 2W1,49.187133,-122.850376,J1772,ChargePoint Network,E,2021-10-22
St-Hubert - Harvey's Victoriaville Ouest,17 Grande-Ligne,Victoriaville,QC,G6P 6V2,46.065679,-71.975725,J1772,FLO,E,2021-10-22
Tesla - 12511 - Jasper AB,218 Connaught Dr.,Jasper,AB,T0E 1E0,52.880859,-118.078172,"CHADEMO, J1772COMBO",FLO,E,2021-10-22
EVCO EXETER TIMS L2,153 Main St N,Exeter,ON,N0M 1S3,43.360453,-81.483935,J1772,ChargePoint Network,E,2021-10-23
Alectra Energy Services - Lakeside Park (1 Lakeport Rd),1 Lakeport Rd,St. Catharines,ON,L2N 5B3,43.203807,-79.265287,J1772,FLO,E,2021-10-23
Les Résidences Boisé Notre-Dame,3055 Boulevard Notre-Dame,Laval,QC,H7V 4C6,45.547153,-73.735997,J1772,FLO,E,2021-10-25
SQI - Poste SQ de Chandler,323 boul Pabos,Chandler,QC,G0C 2H0,48.359446,-64.623077,J1772,FLO,E,2021-10-26
Canderel - 1981 Mcgill college,1981 Av McGill College,Montréal,QC,H3A 3A8,45.503293,-73.572622,J1772,FLO,E,2021-10-26
Tesla - 12515 - Lloydminster AB,7405 44 St,Lloydminster,AB,T9V 2X1,53.27772,-110.052903,"CHADEMO, J1772COMBO",FLO,E,2021-10-28
Université McGill - Garage Pav. d'Education,3700 McTavis,Montréal,QC,H3A 1Y2,45.504386,-73.580567,J1772,FLO,E,2021-10-28
Montreal,000 Boul. Louis-Hyppolyte Lafontaine,Montréal,QC,H1J 2E4,45.607896,-73.574689,J1772,FLO,E,2021-10-28
Tesla - 16446 - Osoyoos BC,8513 74 Ave,Osoyoos,BC,V0H 1V3,49.031689,-119.466876,"CHADEMO, J1772COMBO",FLO,E,2021-10-29
100 Queens Quay East - P3,100 Queens Quay East,Toronto,ON,M5A 1B6,43.643584,-79.370906,J1772,FLO,E,2021-10-29
100 Queens Quay East - P4,100 Queens Quay East,Toronto,ON,M5E 1Z2,43.643703,-79.370471,J1772,FLO,E,2021-10-29
655 Lougheed Heights,655 North road,Coquitlam,BC,V3J 1P5,49.25739,-122.8924,J1772,FLO,E,2021-10-29
Tesla - 12514 - Vegreville AB,6623 HWY 16a W,Vegreville,AB,T9C 0A3,53.502002,-112.080058,"CHADEMO, J1772COMBO",FLO,E,2021-10-29
Charlesglen Toyota,7687 110 Ave NW,Calgary,AB,T3R 1R8,51.152514,-114.193871,J1772,FLO,E,2021-10-29
BMW LAVAL MINI LAVAL,2450 Bd Chomedey,Laval,QC,H7T 2X3,45.56397,-73.761475,J1772,ChargePoint Network,E,2021-10-30
Place Victoria,800 Square Victoria,Montréal,QC,H4Z 1C3,45.500436,-73.561892,J1772,FLO,E,2021-10-30
Edson,5919 2 Ave,Edson,AB,T7E 1X6,53.57443,-116.45264,"CHADEMO, J1772, J1772COMBO",FLO,E,2021-10-30
Tesla - 12229 - Williams Lake BC,1185 Prosperity Way,Williams Lake,BC,V2G 0A6,52.113533,-122.125438,"CHADEMO, J1772COMBO",FLO,E,2021-11-03
METRO - Lincoln Fields Store,2525 Carling Avenue,Ottawa,ON,K2B 7Z2,45.364116,-75.785603,J1772,FLO,E,2021-11-03
Cows Creamery - Tesla Supercharger,12 Milky Way,Charlottetown,PE,C1E 2E2,46.25851,-63.180886,TESLA,Tesla,E,2021-10-11
"Quesnel, BC - Tesla Supercharger",775 Rita Rd,Quesnel,BC,V2J 0C2,52.966834,-122.440384,TESLA,Tesla,E,2021-10-11
Boston Pizza - Tesla Supercharger,4523 4 Avenue,Edson,AB,T7E 1C3,53.58557,-116.420913,TESLA,Tesla,E,2021-10-11
Wagon West Travel Plaza - Tesla Supercharger,3999 Airport Road,Merritt,BC,V1K 1R2,50.124475,-120.748473,TESLA,Tesla,E,2021-10-11
Quartier Sant√© - Tesla Supercharger,2015  12e Avenue North,Sherbrooke,QC,J1E 4J5,45.43372,-71.869628,TESLA,Tesla,E,2021-10-11
Crossroads Esso - Tesla Supercharger,548  BC-93 #95,Invermere,BC,V0A 1K2,50.512834,-115.996456,TESLA,Tesla,E,2021-10-11
Cache Creek Visitor Information Centre - Tesla Supercharger,1270 Stage Road,Cache Creek,BC,V0K 1H0,50.811028,-121.325075,TESLA,Tesla,E,2021-10-11
SmartCentres - Tesla Supercharger,2200 58 Avenue,Vernon,BC,V1T 9T2,50.289208,-119.260915,TESLA,Tesla,E,2021-10-11
Askew's Foods - Uptown - Tesla Supercharger,2701 11 Avenue Northeast,Salmon Arm,BC,V1E 2S3,50.708767,-119.253661,TESLA,Tesla,E,2021-10-11
Hotel X - Tesla Supercharger,111 Princes' Boulevard,Toronto,ON,M6K 3C3,43.632655,-79.411641,TESLA,Tesla,E,2021-10-11
Golden Fas Gas Plus - Tesla Supercharger,1020 Trans-Canada Highway,Golden,BC,V0A 1H1,51.311049,-116.969489,TESLA,Tesla,E,2021-10-11
Silver Creek Travel Centre - Tesla Supercharger,19700 Klassen Road,Hope,BC,V0X 1L2,49.363935,-121.478798,TESLA,Tesla,E,2021-10-11
1090 Lougheed Highway - Tesla Supercharger,1090 Lougheed Highway,Coquitlam,BC,V3K 5V4,49.2343,-122.862302,TESLA,Tesla,E,2021-10-11
"North Vancouver, BC - Tesla Supercharger",2032 Lonsdale Avenue,North Vancouver,BC,V7M 2K5,49.327849,-123.070914,TESLA,Tesla,E,2021-10-11
Fairgrounds Centre - Tesla Supercharger,95 First Street,Orangeville,ON,L9W 2E8,43.929099,-80.098174,TESLA,Tesla,E,2021-10-11
Okanagan Lake Shopping Centre - Tesla Supercharger,525 Highway 97 South,West Kelowna,BC,V1Z 4C9,49.88002,-119.535729,TESLA,Tesla,E,2021-10-11
Cranberry Mews - Tesla Supercharger,10 Keith Avenue,Collingwood,ON,L9Y 0W5,44.508279,-80.238136,TESLA,Tesla,E,2021-10-11
Canadian Tire - Tesla Supercharger,341 Hastings Street North,Bancroft,ON,K0L 1C0,45.084215,-77.861457,TESLA,Tesla,E,2021-10-11
Princeton Plaza - Tesla Supercharger,136 Tapton Avenue #3,Princeton,BC,V0X 1W0,49.457962,-120.506183,TESLA,Tesla,E,2021-10-11
1702 Bow Valley Trail - Tesla Supercharger,1702 Bow Valley Trail,Canmore,AB,T1W 1N5,51.09656,-115.35776,TESLA,Tesla,E,2021-10-11
Canadian Tire Bells Corners - Tesla Supercharger,2135 Robertson Road,Nepean,ON,K2H 5Z2,45.32157,-75.835377,TESLA,Tesla,E,2021-10-11
Canadian Tire - Tesla Supercharger,811 Durham Street,Kincardine,ON,N2Z 3B8,44.172322,-81.616349,TESLA,Tesla,E,2021-10-11
Prosperity Ridge - Tesla Supercharger,1185 Prosperity Way,Williams Lake,BC,V2G 0A6,52.112878,-122.125087,TESLA,Tesla,E,2021-11-04
Blue Water Acres Hunstville,1052 Rat Bay Road,Huntsville,ON,P1H 2J6,45.317816,-79.062958,J1772,FLO,E,2021-11-05
EasyPark - Lot 7 - 180 Keefer St,180 Keefer Street,Vancouver,BC,V6A 1X4,49.279338,-123.101849,J1772,FLO,E,2021-11-06
Garage McIntyre - P3,3649 Promenade Sir-William-Osler,Montreal,QC,H3G 1Y6,45.503288,-73.581086,J1772,FLO,E,2021-11-09
Penticton,960 Railway St,Penticton,BC,V2A 8N2,49.49049,-119.60245,"CHADEMO, J1772, J1772COMBO",FLO,E,2021-11-09
Vancouver - Grandview,2830 Bentall St,Vancouver,BC,V5M 4H4,49.25966,-123.03106,"CHADEMO, J1772, J1772COMBO",FLO,E,2021-11-09
BC Hydro - Colwood - Park & Ride,1800 Old Island Highway,Victoria,BC,V9B 1J2,48.444395,-123.466605,"CHADEMO, J1772COMBO",BCHYDRO,E,2021-11-11
BC Hydro - Saanich - Saanich Plaza,3544 Blanshard Street,Saanich,BC,V8X 1W3,48.458,-123.375,"CHADEMO, J1772COMBO",BCHYDRO,E,2021-11-11
BC Hydro - Nanaimo Convention Centre (Public Parking),100 Museum Way,Nanaimo,BC,V9R5G4,49.1654,-123.936,"CHADEMO, J1772COMBO",BCHYDRO,E,2021-11-11
BC Hydro - Port Hardy,7250 Market St,Port Hardy,BC,V0N 2P0,50.7233,-127.492,"CHADEMO, J1772COMBO",BCHYDRO,E,2021-11-11
BC Hydro - Madeira Park - Harbour Spirit Centre,12808 Madeira Park Road,Sechelt,BC,V0N 2H1,49.618,-124.022,"CHADEMO, J1772COMBO",BCHYDRO,E,2021-11-11
BC Hydro - Squamish - Municipal Hall,37955 2 Ave,Squamish,BC,V8B 0C3,49.6981,-123.155,"CHADEMO, J1772COMBO",BCHYDRO,E,2021-11-11
BC Hydro - Whistler Conference Center,4010 Whistler Way,Whistler,BC,V8E 1J2,50.1147,-122.958,"CHADEMO, J1772COMBO",BCHYDRO,E,2021-11-11
BC Hydro - Merritt - Visitor Information Centre,2202 Voght Street,Merritt,BC,V1K 1B8,50.1131,-120.787,"CHADEMO, J1772COMBO",BCHYDRO,E,2021-11-11
BC Hydro - North Vancouver - Lower Lonsdale,140 1st St. E,North Vancouver,BC,V7L 1B1,49.3116,-123.077,"CHADEMO, J1772COMBO",BCHYDRO,E,2021-11-11
BC Hydro - Langley Events Centre,7888 200 St,Langley,BC,V2Y 3J4,49.1467,-122.666,"CHADEMO, J1772COMBO",BCHYDRO,E,2021-11-11
BC Hydro - Surrey - Cloverdale Public Parking,5771 176A St,Surrey,BC,V3S 6S6,49.1072,-122.734,"CHADEMO, J1772COMBO",BCHYDRO,E,2021-11-11
BC Hydro - Abbotsford - EcoDairy,1356 Sumas Way,Abbotsford,BC,V2S 8R1,49.0282,-122.265,"CHADEMO, J1772COMBO",BCHYDRO,E,2021-11-11
BC Hydro - Manning Park Resort,7500 Hwy 3,Manning Park,BC,V0X 1R0,49.0633,-120.786,"CHADEMO, J1772COMBO",BCHYDRO,E,2021-11-11
